,City,Count
5987,yardley,7
3177,massapequa,7
5654,wauconda,7
2553,jesup,7
4509,rogersville,7
3164,marshalltown,7
2569,jumping branch,7
919,chesterton,7
3154,marlborough,7
3151,mariposa,7
2579,kalama,7
4550,rowlett,7
678,burney,7
907,cherry,7
4401,reidsville,7
5658,waukon,7
4991,south st. paul,7
5452,unionville,7
986,clawson,7
1537,el sobrante,7
4637,salvisa,7
3380,molalla,7
4630,saline,7
5457,university place,7
5223,susanville,7
4272,powell,7
3527,murchison,7
1561,elkins park,7
1563,elko,7
1220,cumby,7
1771,forest park,7
3314,milan,7
3309,midvale,7
3058,lynn haven,7
4355,rancho mirage,7
4927,snowmass village,7
1210,crystal river,7
611,broadway,7
2625,kenner,7
4372,rayne,7
60,albuqueruqe,7
5582,walden,7
1277,debary,7
2234,hatfield,7
5123,staunton,7
1438,eagle,7
4810,shady grove,7
1998,gleneden beach,7
1443,eagle point,7
3667,new smyrna beach,7
1445,earlton,7
4020,paradise,7
5512,vashon,7
2844,lavalette,7
331,bear lake,7
2261,hazleton,7
2264,healdsburg,7
3791,north west,7
1129,corning,7
3679,newberg,7
3987,paintsville,7
388,bement,7
1429,dutton,7
5767,west sayville,7
436,big lake,7
4795,senatobia,7
5368,tooele,7
2866,lee,7
2772,lake in the hills,7
3730,north adams,7
2216,harrisonburg,7
3705,nicolaus,7
4884,silverlake,7
858,ceres,7
2045,granbury,7
1108,cooperstown,7
5945,woodland park,7
368,bellefonte,7
4046,paso robles,7
1405,dumont,7
3721,nolensville,7
4066,pearl river,7
5049,st george,7
5165,stratham,7
832,cedar park,7
2088,great valley,7
5158,storrs-mansfield,7
2140,guemes island,7
3803,northport,7
5172,strongsville,7
45,alanta,7
5098,st.paul,7
1355,discovery bay,7
5526,verona,7
2947,lititz,7
5532,victorville,7
3801,northford,7
4118,philomath,7
1138,corsicana,7
3547,n attleboro,7
2129,grosse pointe shores,6
2492,intercession city,6
5528,vestal,6
5939,woodhaven,6
2489,inglis,6
2050,grand haven,6
3869,oconto falls,6
5243,sycamore,6
4535,rosemount,6
4357,rancho palos veres,6
399,bensalem,6
3289,miamisburg,6
3146,marina,6
3738,north bennington,6
5774,westboro,6
4356,rancho palos verdes,6
3143,margate,6
2201,harbor city,6
2120,griffin,6
5355,todd,6
2465,imperial,6
5264,tamms,6
3161,mars,6
3920,orangevale,6
1672,fafb,6
1675,fair oaks,6
389,bemidji,6
925,chevy chase,6
3788,north vernon,6
4461,river forest,6
3787,north tonawanda,6
5935,woodbranch,6
5257,tahoe city,6
3304,middleton,6
937,chilton,6
3784,north stonington,6
1234,daisytown,6
379,bells,6
3221,mckinleyville,6
1053,colleyville,6
3912,opelika,6
376,bellmore,6
194,assumption,6
3919,orangeburg,6
5639,waterboro,6
4507,roeland park,6
414,berrien springs,6
201,athol,6
1248,danvers,6
5245,sylacauga,6
3535,muscle shoals,6
5447,union beach,6
3313,mifflinburg,6
5187,suffolk county long island,6
2334,hillside,6
4178,platte city,6
2277,hemby bridge,6
1031,cocoa beach,6
4051,paterson,6
2340,hinesville,6
5757,west orange,6
3616,nesconset,6
537,bossier city,6
3465,mount laurel,6
3459,mount gilead,6
1127,corinth,6
1967,gilbertsville,6
4203,poland,6
3588,nassau bay,6
5051,st joseph,6
3492,mt pleasent,6
2323,highlands ranch,6
1149,cottage hills,6
1923,gardena,6
1926,gardiner,6
284,barre,6
3550,n ft myers,6
2322,highlands,6
4107,petoskey,6
2299,hesperia,6
1155,coudersport,6
3558,n. little rock,6
283,baroda,6
3504,mt. laurel,6
5957,woolwich,6
5752,west monroe,6
1971,gillette,6
3449,mossyrock,6
4028,park hills,6
4287,preston,6
2008,glidden,6
4262,potsdam,6
2226,harvard,6
3982,page,6
582,brevard,6
3361,mississippi state,6
450,bishop,6
1113,copley,6
5230,swainsboro,6
5004,southlake,6
2431,hugo,6
3329,millstadt,6
5448,union bridge,6
3317,mill creek,6
3984,painesville,6
4249,port washington,6
1859,frostburg,6
5969,wsmr,6
478,blodgett,6
2257,hazelton,6
3645,new iberia,6
3646,new kensington,6
2367,holmdel,6
3430,morgan city,6
3426,moravian falls,6
995,clendenin,6
1852,fresh meadows,6
3424,moraga,6
2376,homer glen,6
1034,cody,6
464,blackwood,6
4244,port saint lucie,6
1107,coopersburg,6
1079,commack,6
4921,smog lake,6
901,chelmsford,6
3022,louisa,6
2919,limerick,6
1534,el mirage,6
4893,sinking spring,6
3082,magna,6
5330,thomson,6
5666,waxhaw,6
4920,smock,6
4577,ruston,6
84,alma,6
1406,dunbar,6
2996,long valley,6
2842,laurinburg,6
75,allegan,6
1507,edenton,6
2833,latham,6
1504,eden,6
696,caddo gap,6
1389,drexel hill,6
2859,leander,6
1575,ellsworth,6
4636,saluda,6
5660,waupaca,6
2881,lemoyne,6
713,cambria,6
5997,york haven,6
712,camas,6
4603,sagamore hills,6
2753,laguna niguel,6
2873,leetsdale,6
29,agawam,6
4803,sevierville,6
4754,scott depot,6
3041,lucky me,6
1286,deerfield,6
1292,del mar,6
96,altamont,6
5403,truth or consequences,6
4756,scotts valley,6
2909,liberty hill,6
5729,west fork,6
4873,siler city,6
2636,kentwood,6
5675,weare,6
4719,saukville,6
4722,sausalito,6
5992,yelm,6
4696,santa paula,6
2689,kittery,6
2604,kdh,6
772,carmel valley,6
762,caribou,6
3116,manitowoc,6
4850,shinnston,6
1599,emlenton,6
764,carlinville,6
1481,east peoria,6
583,brewerton,5
3641,new holland,5
1560,elkins,5
4911,slinger,5
5010,sparkill,5
1562,elkmont,5
3643,new hudson,5
4692,santa fe springs,5
1879,ft. dodge,5
5755,west newton,5
3374,mogadore,5
5761,west plains,5
1899,gaffney,5
1300,delhi,5
5221,surfside beach,5
2406,hornell,5
4033,parkersburg,5
4034,parkville,5
1961,ghent,5
65,alden,5
3025,louiville,5
2269,hector,5
250,baker,5
3354,miramar,5
5068,st. francis,5
2253,haysville,5
4705,saranac lake,5
113,american canyon,5
5300,tenaha,5
4781,security,5
769,carlton,5
4330,queen valley,5
6004,youngwood,5
4329,quarryville,5
2953,little ferry,5
4142,pinellas park,5
2886,leominster,5
5946,woodlands,5
4130,pinckney,5
3996,palm harbor,5
3326,millington,5
3653,new olreans,5
2445,huntley,5
5182,succasunna,5
5688,wellfleet,5
4325,quaker hill,5
2744,ladson,5
5232,swannanoa,5
3340,minden,5
4307,provincetown,5
3662,new preston,5
336,beaver dam,5
4694,santa maria,5
5602,walton,5
3394,monsey,5
2328,hill city,5
759,captiva island,5
568,branchburg,5
1878,ft. dick,5
1947,gem lake,5
2718,la fayette,5
5025,spooner,5
2291,hermitage,5
5905,winnfield,5
3579,narberth,5
4082,penfield,5
5904,winnetka,5
1510,edgewater,5
1935,garrett,5
742,canterbury,5
1874,ft wayne,5
505,boaz,5
2349,hockessin,5
4656,san jacinto,5
4092,perkasie,5
4192,pocatello,5
4190,plymouth meeting,5
5188,sugar grove,5
4093,perkiomenville,5
4176,plantsville,5
4683,sanibel island,5
2342,hinsdale,5
5278,taylor,5
1883,ft. pierce,5
1327,deptford,5
1882,ft. myers,5
3557,n. ferrisburg,5
3439,morrison,5
1858,front royal,5
5592,wallace,5
4233,port jervis,5
1473,east meadow,5
1176,crawfordville,5
3543,myrtle point,5
5751,west milford,5
1955,geraldine,5
5815,white bluff,5
5310,texarkana,5
4061,pc,5
253,bala cynwyd,5
1842,fredonia,5
2377,homestead,5
5212,sunbury,5
5156,stormville,5
1303,delmont,5
4070,peculiar,5
5483,valenica,5
2372,holtville,5
5479,valdez,5
1332,desoto,5
2663,kinderhook,5
2664,king and queen,5
5498,valparaiso,5
3545,mytown,5
5898,windsor locks,5
4222,poplarville,5
1949,genesee,5
860,chaffee,5
5205,sun city center,5
3673,new windsor,5
2311,higganum,5
4433,richmond heights,5
4849,shingletown,5
1578,elm mott,5
2861,leavenworth,5
1706,fallston,5
5868,williston park,5
120,amityville,5
691,byram,5
5420,turners station,5
2196,hanson,5
1735,findlay,5
708,califon,5
2491,inman,5
5114,star,5
669,burgettstown,5
5363,tombstone,5
3264,mercerville,5
1382,downey,5
4557,royersford,5
3087,mahwah,5
2036,gorham,5
2560,jones,5
4510,rogue river,5
2521,ivydale,5
2619,kempton,5
3879,ojai,5
1576,elm city,5
5432,twin lake,5
3763,north lauderdale,5
836,cedarville,5
5770,west valley,5
814,cathedral city,5
2854,laytonsville,5
5732,west harrison,5
5803,weymouth,5
5735,west hempstead,5
3789,north wales,5
2829,larue,5
5872,willow grove,5
3244,melbourne beach,5
1285,deer park,5
4805,sewell,5
2049,grand forks,5
2635,kenton,5
3084,mahnomen,5
3080,magalia,5
4567,rumford,5
2161,haddon township,5
3871,odessa,5
4939,soldotna,5
2467,in the hills of,5
3831,oak creek,5
2095,green town,5
4573,rushville,5
3957,ovid,5
2097,greenacres,5
3715,nixa,5
3851,oakville,5
3202,mayo,5
114,american fork,5
4862,shrub oak,5
1039,cohoes,5
3203,mays landing,5
5650,watkinsville,5
217,aududbon,5
3781,north saint paul,5
1208,crystal city,5
380,bellville,5
3136,marathon,5
3699,newtown square,5
4539,roslyn,5
1604,emporium,5
1739,fishkill,5
2581,kaleva,5
2603,kc,5
2204,hardy,5
3274,merrill,5
1678,fairborn,5
2203,hardeeville,5
2770,lake havasu city,5
209,atoka,5
5094,st.george,5
4996,southbury,5
1624,erial,5
150,apalachin,5
804,cassville,5
5542,villas,5
2121,griffith,5
211,attleboro,5
4444,ridley park,5
4370,raymond,5
2118,gretna,5
3783,north st. paul,5
4448,ringgold,5
38,ajo,4
500,bluff,4
2843,lavale,4
2063,grants,4
4876,silver creek,4
3792,north wilkesboro,4
2144,guilford,4
5571,wahoo,4
5574,waianae,4
42,alamo,4
1347,diamond springs,4
4132,pine,4
5042,springwater,4
1080,commerce city,4
521,bonifay,4
4867,sicklerville,4
3833,oak grove,4
1918,garberville,4
2094,green river,4
1368,doraville,4
51,albertville,4
1074,columbia station,4
2123,grimes,4
829,cedar falls,4
5706,west baden,4
4114,phelps,4
5776,westbrook,4
5529,vestavia hills,4
5518,verbena,4
5771,west valley city,4
5959,wooster,4
5530,vicksburg,4
1325,deport,4
1460,east grand forks,4
1390,driftwood,4
4732,scarborough,4
2729,la pine,4
4099,perryville,4
4735,sch. haven,4
2141,guess,4
1940,gatesville,4
455,black,4
1942,gauley bridge,4
2769,lake grove,4
1996,glendive,4
3951,ottawa,4
1989,glen ridge,4
4011,panama city beach,4
3945,ossining,4
1444,eagle river,4
2743,ladera ranch,4
2904,lexinton,4
2773,lake jackson,4
3731,north andover,4
2905,li,4
3644,new hyde park,4
2863,leawood,4
2200,harahan,4
2197,happy,4
1411,duncanville,4
1980,glastonbury,4
340,beckley,4
2209,harper woods,4
5328,thompson station,4
5913,winter garden,4
3972,pacheco,4
2221,hartland,4
1342,dewitt,4
4780,section,4
3701,niantic,4
448,bis,4
350,belcamp,4
1435,e. stroudsburg,4
2018,gold river,4
3713,nitro,4
5499,valrico,4
3530,murphysboro,4
3672,new wilmington,4
5492,valley park,4
5143,stickney,4
1442,eagle pass,4
1115,copperopolis,4
5337,three rivers,4
3635,new egypt,4
3632,new city,4
3741,north canton,4
3909,oolitic,4
2061,grant park,4
3604,neffs,4
1952,gentry,4
3602,needham,4
2162,haddonfield,4
3597,naylor,4
2925,lincoln university,4
5121,statesboro,4
4069,pecatonica,4
4741,schnecksville,4
1407,dunbarton,4
3775,north potomac,4
2927,lincolnton,4
3905,oneonta,4
4813,shaker heights,4
1943,gautier,4
4062,peabody,4
2733,la verne,4
5153,stoneham,4
4751,scotia,4
3742,north central,4
2041,grafton,4
1095,conrad,4
34,ahwatukee,4
5334,thornwood,4
1033,coconut grove,4
780,carpinteria,4
1094,conover,4
316,bay village,4
2774,lake junaluska,4
1448,east alton,4
2051,grand island,4
5769,west st. paul,4
3756,north highlands,4
1408,duncan,4
2777,lake orion,4
5410,tulalp,4
5673,wayzata,4
3529,murphy,4
5233,swansboro,4
3324,milledgeville,4
968,clackamas,4
3322,millburn,4
1774,forestville,4
2312,higginsville,4
966,city of angels,4
965,city island,4
1767,forest city,4
4352,ramsey,4
3062,lytton springs,4
1758,foley,4
1754,flowery branch,4
5298,ten sleep,4
897,checotah,4
4598,saddle brook,4
1213,culleoka,4
898,cheektowaga,4
5620,warrior run,4
614,brocton,4
969,clanton,4
231,avery,4
960,circle pines,4
2640,kerrville,4
989,clear lake,4
5970,wyandotte,4
92,alsip,4
2407,horse branch,4
5460,upper lake,4
1554,elk grove village,4
5971,wyckoff,4
1819,fostoria,4
1816,fortville,4
239,aztec,4
4290,priest river,4
1803,fort sam houston,4
1191,creve coeur,4
2645,kettering,4
2644,ketchikan,4
5005,southold,4
104,aluqueruqe,4
5607,wappinger falls,4
5608,wappingers falls,4
615,brodhead,4
4929,so burlington,4
990,clearfield,4
3192,maurertown,4
3103,manalapan,4
3104,manasquan,4
1256,darrington,4
4493,rockland,4
695,cabot,4
160,appleton city,4
4561,rsvl,4
1638,ester,4
2557,johnston,4
1633,essex jct,4
1629,escanaba,4
4516,rollingstone,4
688,buzzards bay,4
5989,yellow springs,4
5865,willimantic,4
5991,yellville,4
681,burson,4
5409,tukwila,4
2588,kankakee,4
4963,south gardiner,4
3198,mayfield,4
622,brookings,4
5634,washoe valley,4
207,atlantic city,4
3072,macungie,4
953,church st.,4
2490,inkster,4
4590,sabetha,4
5873,willow park,4
1574,ellisville,4
3255,mendota heights,4
4399,reedsville,4
5246,sylmar,4
4402,reisterstown,4
5628,washington crossing,4
646,brush prairie,4
1233,dahlonega,4
3090,maitland,4
1580,elma,4
1585,elmont,4
5856,willcox,4
3098,malta bend,4
3026,lousiburg,4
3843,oakhurst,4
85,almont,4
545,bourne,4
1313,demopolis,4
277,barling,4
4160,pittsford,4
3417,moorestown,4
4231,port jefferson,4
1530,el camino village,4
68,alexander,4
2358,holland patent,4
1851,frenchtown,4
5032,spring lake,4
1888,ft. worth,4
1006,clifton heights,4
2370,holton,4
5208,sun lakes,4
4152,pisgah forest,4
1525,eglin afb,4
4677,sandston,4
1886,ft. walton beach,4
4204,polk city,4
3471,mount prospect,4
534,boring,4
2684,kirkville,4
1862,fruita,4
3440,morristown,4
532,boothwyn,4
550,box elder,4
1501,ecorse,4
2359,hollidaysburg,4
5841,wichita falls,4
2354,holbrook,4
5376,townsend,4
3509,mt. sinai,4
2954,little fork,4
5844,wilber,4
91,alsea,4
2345,hobart,4
2383,honeoye falls,4
5308,terryville,4
3511,mt. vernon,4
3405,montgomery county,4
2965,liverpool,4
4658,san juan bautista,4
5587,walker,4
3406,montgomery village,4
4424,rib lake,3
4404,renault,3
4098,perrysburg,3
2048,grand canyon,3
1089,condon,3
5979,wyomissing,3
3927,orion,3
5048,st croix falls,3
128,andrews afb,3
1223,custer,3
1682,fairfax city,3
4450,ringwood,3
1236,dale city,3
381,belmar,3
4679,sandusky,3
1711,fariport,3
1224,cut off,3
1723,fennville,3
1720,feasterville,3
4416,rex,3
1708,fanwood,3
190,ashland city,3
4438,ridgefield park,3
4418,rexford,3
4186,pleasant view,3
191,ashtabula,3
2062,grantham,3
3907,onset,3
4423,rialto,3
4811,shady hills,3
2057,grandville,3
4043,pascagoula,3
5572,wahpeton,3
1272,deadwood,3
5993,yoder,3
1596,emerson,3
4513,rolla,3
133,ankeny,3
1363,dolores,3
2089,greater boston,3
4868,sidell,3
4525,ronkonkoma,3
1316,denison,3
5646,waterville,3
4818,shamong,3
4704,saramento,3
5038,springfield gardens,3
400,bensenville,3
3853,oberlin,3
4530,roseland,3
146,antrim,3
3849,oakridge,3
1905,galesburg,3
1081,commerce township,3
5643,waterman,3
4559,royston,3
1637,essington,3
4689,santa claus,3
4942,somers,3
6017,zelienople,3
5994,yonkers,3
4470,riverwoods,3
1670,fabens,3
3894,olivet,3
5585,waldport,3
1665,ewing,3
1350,dillon,3
1352,dillsburg,3
12,absecon,3
4479,roby,3
1495,eastsound,3
5035,springboro,3
390,bemus point,3
1644,etowah,3
2077,grays river,3
396,bennett,3
4500,rockville centre,3
4097,perry point,3
4089,peoria heights,3
4987,south san francisco,3
6015,zebulon,3
1173,cranford,3
5590,walkerville,3
4295,princeton jct.,3
5555,w cola,3
4299,private,3
4008,palouse,3
1986,glen ellen,3
90,alpine,3
1116,coral cables,3
4232,port jefferson station,3
4309,pryor,3
5003,southington,3
4745,schoharie,3
2000,glenn,3
5019,sperry,3
4324,quad cities,3
1777,fort atkinson,3
5998,yorkshire,3
404,berea,3
343,beech mountain,3
1434,e palo alto,3
4241,port republic,3
4288,prestonsburg,3
4284,prattville,3
1555,elk mound,3
1334,destin,3
1178,cream ridge,3
1836,franksville,3
245,baden,3
1446,earlysville,3
4260,post falls,3
4747,schuylkill haven,3
4243,port royal,3
1976,gladwin,3
4263,potter valley,3
4021,paragould,3
1977,gladwyne,3
334,beaumont,3
4755,scottdale,3
1824,fowler,3
319,bayonne,3
4056,paw paw,3
4275,poynette,3
1813,fort white,3
1123,corbin,3
4221,poplar bluff,3
4774,seaville,3
1934,garnett,3
5717,west clarksville,3
2026,gonzales,3
5697,wenham,3
5082,st. peter,3
1872,ft myers beach,3
117,amesbury,3
210,attica,3
4995,southbridge,3
4993,southampton,3
5670,waynesburg,3
5029,spring creek,3
4087,pentwater,3
3942,oskaloosa,3
5759,west peoria,3
5586,wales,3
1736,finksburg,3
5539,villa rica,3
4390,redford twp.,3
5671,waynesville,3
3938,ortonville,3
1453,east brunswick,3
3936,orrington,3
2022,goldendale,3
82,allison park,3
1937,gary,3
21,addy,3
4610,saint clair shores,3
1521,efland,3
348,bel aire,3
4926,snoqualmie pass,3
4788,selah,3
2014,godfrey,3
3973,pacific,3
1770,forest hills,3
5077,st. martinville,3
4337,quogue,3
1938,gaston,3
1769,forest hill,3
4076,pelzer,3
5615,warren county,3
4883,silverdale,3
3968,oyster bay,3
3967,oxon hill,3
3966,oxnard,3
352,belding,3
353,belen,3
110,ambler,3
2812,lanesboro,3
3301,middlefield,3
2353,hogansville,3
3139,marco island,3
2461,idon`t want info on web,3
2462,ijamsville,3
3295,middle island,3
3447,mosheim,3
3659,new philadelphia,3
2246,hawkins,3
5441,ukiah,3
2248,haworth,3
2578,kailua-kona,3
2577,kailua,3
5242,swisshome,3
3307,midland park,3
541,boulder creek,3
2857,lead,3
2575,justice,3
3462,mount joy,3
2565,jonesville,3
921,chestnut hill,3
2705,kuna,3
3629,new brunswick,3
3480,mountainside,3
2959,littlerock,3
2552,jessup,3
2750,lagrangeville,3
3137,marblehead,3
463,blackstone,3
867,champlin,3
2906,libby,3
783,carroll,3
812,catasauqua,3
5288,tellico plains,3
439,bigelow,3
1040,colbert,3
2680,kinston,3
443,biloxi,3
5919,wintersville,3
5918,winters,3
451,bishopville,3
3108,mandan,3
453,bixby,3
3691,newman,3
2223,hartsdale,3
2981,loma linda,3
2369,holt,3
3688,newfields,3
2607,kechi,3
2783,lake ronkonkoma,3
2745,lady lake,3
2848,lawndale,3
775,carnegie,3
790,carterville,3
621,brookhaven,3
2551,jersey village,3
5247,syosset,3
656,buckingham,3
2296,herrin,3
2327,hill afb,3
929,chicagoland,3
1008,climax,3
3515,mtn. home afb,3
3517,mukwonago,3
3564,n. st. paul,3
1011,clinton corners,3
3245,melfa,3
3555,n. dighton,3
525,bonney lake,3
2506,ironton,3
5792,westmoreland,3
3525,munroe falls,3
651,buchanan,3
5899,windsor mill,3
3548,n cape may,3
512,boiling springs,3
3227,mcmurray,3
5477,vafb,3
3534,murrysville,3
2512,island,3
5869,willmar,3
5185,suffern,3
2549,jerome,3
3578,napoleon,3
5800,wexford,3
492,blowing rock,3
2482,indianola,3
2719,la grande,3
2765,lake forest park,3
3610,nemacolin,3
3185,matthews,3
950,chugiak,3
630,brooks,3
3603,neenah,3
5906,winnsboro,3
496,blue ridge,3
2888,lerona,3
3594,naturita,3
3496,mt. airy,3
2283,henrietta,3
3253,mendocino,3
3589,nassawadox,3
3194,mauston,3
631,brookshire,3
2292,hermon,3
5261,talking rock,3
3199,mayfield heights,3
2616,kemah,3
2365,holly springs,3
3045,luling,3
2153,guysville,3
5312,the colony,3
2647,key colony beach,3
722,camp hill,3
421,bethel,3
596,bridgman,3
2145,gulf breeze,3
598,brier,3
3040,luck,3
2146,gulf shores,3
5302,tequesta,3
5516,ventnor,3
1067,colquitt,3
2163,hadley,3
3769,north myrtle beach,3
3768,north miami,3
2395,hopatcong,3
821,cave junction,3
425,bethlehen,3
3048,lusby,3
3051,lybrook,3
2171,hales corners,3
2638,keosauqua,3
5456,university park,3
3367,moab,3
3390,monroe twp,3
3832,oak forest,3
2427,hudsonville,3
2670,kings mountain,3
3349,minnreapolis,3
590,bridge city,3
2112,greenwich,3
3006,lorraine,3
5846,wilbraham,3
3008,los alamitos,3
5817,white house,3
1076,columbiaville,3
412,bermuda run,3
2419,howard beach,3
2128,grosse pointe park,3
824,cazenovia,3
586,briarcliff manor,3
5396,troutman,3
2130,grosse pointe woods,3
5306,terrell,3
5115,star prairie,3
725,campbell hall,3
3345,minneapoilis,3
3363,missouri city,3
427,bethune,3
5176,stuarts draft,3
2931,lindale,3
703,caledonia,3
3078,madisonville,3
3077,madison heights,3
835,cedarburg,3
2741,lacrosse,3
5881,willseyville,3
870,chanhassen,3
2378,hometown,3
3066,macclenny,3
2192,hancock,3
2382,honeoye,3
5216,sunland park,3
5124,stayton,3
709,calumet,3
891,chaska,3
970,clare,3
2989,long bottom,3
5294,temple city,3
3751,north fork,3
3413,monument,3
3060,lynnwood blvd.,3
2793,lake wylie,3
198,atchison,2
2505,irons,2
2449,hurricane,2
5626,washington ch,2
1451,east boston,2
4345,rainbow,2
4400,rego park,2
1772,forestdale,2
2502,iowacity,2
2504,irondale,2
1764,foothill ranch,2
4303,prospect park,2
777,caro,2
1207,crystal,2
4333,queensbury,2
1478,east orland,2
5331,thonotosassa,2
5740,west kingston,2
3235,mechanicville,2
943,chippewa falls,2
3351,minonk,2
637,brown deer,2
236,axtell,2
1229,dade city,2
1228,dacula,2
3310,midway,2
224,austell,2
608,broadalbin,2
2510,irvington,2
5819,white mountain,2
4982,south river,2
2507,ironwood,2
771,carmel highlands,2
967,city of palmetto bay,2
1718,farmville,2
1206,crumlynne,2
4297,prineville,2
4398,reedsport,2
4411,resaca,2
1192,crisfield,2
4346,rainier,2
4738,schererville,2
4305,providenc,2
1794,fort meade,2
4319,purcellville,2
1740,fitchburg,2
1782,fort dodge,2
2473,indian hills,2
1471,east liberty,2
616,brodnax,2
4374,raytown,2
2937,linesville,2
3328,millsboro,2
851,central falls,2
2468,incline village,2
3285,mexia,2
3840,oakbrook terrace,2
5239,sweetwater,2
613,brockton,2
2444,huntland,2
4731,scappoose,2
4368,ray,2
1215,culloden,2
1467,east harwich,2
1214,cullman,2
4321,putnam,2
1198,cross river,2
212,atwater,2
1201,crowley,2
4339,rackerby,2
4899,skagway,2
3302,middlesboro,2
1476,east norwich,2
2924,lincoln park,2
5624,washburn,2
4359,rancho viejo,2
5604,wantage,2
4310,pt. pleasant,2
232,avoca,2
5231,swampscott,2
202,atkinson,2
223,ausin,2
594,bridgeville,2
5871,willoughby hills,2
1455,east chicago,2
1760,folscom,2
854,central valley,2
1737,fish creek,2
2939,linfield,2
4349,ralston,2
5802,weybridge,2
5325,thomasville,2
3271,merriam,2
5610,ware,2
2732,la quinta,2
4381,red hook,2
1456,east cleveland,2
2730,la porte city,2
3189,maui,2
641,brownsburg,2
4537,rosewood,2
1587,elmsford,2
3093,malabar,2
4574,ruskin,2
5731,west grove,2
5855,willard,2
4938,solana beach,2
2617,kemp,2
4915,smithfield,2
2620,kenai,2
4916,smithsburg,2
4934,socal,2
3076,madison area,2
5853,wilkesboro,2
4591,sabina,2
4930,so china,2
5297,templeton,2
1571,ellijay,2
4568,rumson,2
129,angel fire,2
899,chehalis,2
5406,tucker,2
2590,kansas,2
5277,tawas city,2
4544,rougemont,2
2594,karaville,2
1601,emmett,2
3129,maple heights,2
905,cheriton,2
5860,williamson,2
5811,whigham,2
4947,somis,2
2606,kearns,2
5653,watsonville,2
1594,embudo,2
5386,tres piedras,2
3113,manheim,2
903,cheltenham,2
710,camano island,2
5659,waunakee,2
3064,mabank,2
2661,kimmell,2
2650,keyport,2
2652,keysville,2
1548,elizabethton,2
1538,elbow lake,2
93,alta,2
5393,troup,2
2660,kimesville,2
730,canal fulton,2
4633,salt lake,2
5727,west fairview,2
878,chapman ranch,2
1522,egg harbor,2
3005,lords valley,2
4664,san pablo,2
1518,edmonton,2
1311,demarest,2
3031,lovettsville,2
4632,salmon,2
1287,defiance,2
101,altona,2
5995,yorba linda,2
111,amboy,2
890,charlton,2
3049,lutherville,2
4613,saint george,2
5397,troutville,2
1566,elkview,2
3038,lucama,2
2648,key largo,2
4622,saint peter,2
1559,elkin,2
2991,long grove,2
4923,sneads,2
872,channel islands,2
3035,lowville,2
3034,lowry city,2
750,cape canaveralf,2
1614,enid,2
4905,sky valley,2
1273,deal island,2
1684,fairfax station,2
3207,mazama,2
4969,south lake tahoe,2
5980,wytheville,2
4968,south jordan,2
4967,south hill,2
3200,mayfield hts.,2
4464,riverdale,2
1242,dana point,2
659,buda,2
3191,maumelle,2
58,albuquerqe,2
1247,dansville,2
1666,excelsior,2
171,arden,2
3353,minster,2
3188,maud,2
1238,dallastown,2
180,arnol,2
1687,fairlawn,2
4440,ridgeley,2
54,albquerque,2
4430,richlands,2
644,bruington,2
2515,islandia,2
4710,sartell,2
6005,yountville,2
5630,washington d.c.,2
5633,washingtonville,2
2949,little birch,2
5255,tahlequah,2
1690,fairplay,2
2946,lithonia,2
4974,south nyack,2
4973,south milwaukee,2
652,buckeye,2
653,buckeye lake,2
924,cheverly,2
4700,santaquin,2
5637,watauga,2
67,aledo,2
5416,tuolumne,2
2704,krum,2
4514,rolling hills estates,2
64,aldan,2
1627,erlanger,2
1269,dc,2
2703,kosciusko,2
1622,ephrata,2
2558,johnstown,2
1621,enville,2
1271,de soto,2
3152,marksville,2
5412,tularosa,2
2584,kalona,2
5411,tulare,2
4950,soquel,2
763,carleton,2
1635,essex junction,2
1251,darby,2
1650,eunice,2
3184,mattapoisett,2
2712,la canada,2
4960,south el monte,2
1653,evans,2
5266,tamuning,2
5379,tracy,2
4491,rockaway township,2
4494,rockledge,2
3170,martinsville,2
3179,mastic,2
4497,rocksprings,2
4498,rockton,2
2554,johns island,2
1263,davisburg,2
1492,eastlake,2
666,bullhead city,2
4292,prince george,2
571,branford,2
1804,fort shaw,2
5490,valley falls,2
4880,silver springs,2
4014,panhandle,2
5069,st. francisville,2
1983,glen carbon,2
5489,valley cottage,2
4018,papillion,2
471,blairstown,2
2256,hazel park,2
1345,diamond,2
4024,pardeeville,2
5367,tonganoxie,2
5344,tillamook,2
2258,hazelwood,2
2259,hazen,2
797,cascade,2
3634,new durham,2
480,bloomery,2
3655,new palestine,2
4006,palos verdes estates,2
484,bloomingdale,2
4005,palos park,2
5138,stevenson,2
1037,coeur d`alene,2
2847,lavon,2
3682,newbury,2
2004,glenside,2
2232,hastings on hudson,2
4815,shakopee,2
4814,shaker hts.,2
3993,palm city,2
5141,stevensville,2
2235,hatteras,2
1036,coeur d alene,2
3668,new symrna beach,2
3666,new rochelle,2
3663,new richmond,2
467,blain,2
3660,new pine creek,2
1413,dundas,2
1344,dfb,2
2297,herscher,2
5154,stony brook,2
5481,vale,2
2282,hennepin,2
5054,st peter,2
312,bay minette,2
1028,cochecton,2
3587,nassau,2
2290,hermiston,2
498,blue springs,2
795,casa grande,2
3580,narragansett,2
4083,penngrove,2
3575,napavine,2
5902,winlock,2
308,baxter,2
2294,hernando,2
5956,woodward,2
4090,pepper pike,2
4793,semmes,2
5954,woodstock valley,2
485,bloomingont,2
4057,pawleys island,2
