,Book-Author,Count
58637,Terry Sanford,1
58638,Terry Savage,1
58640,Terry Slater,1
58641,Terry Southern,1
58642,Terry Spencer Hesser,1
58643,Terry Stanfill,1
58646,Terry Teachout,1
58648,Terry Tillman,1
58621,Terry Mcgarry,1
58620,Terry Marsh,1
58619,Terry Manners,1
58614,Terry Lamb,1
58582,Terry Crowley,1
58583,Terry Davis,1
58586,Terry Donaldson,1
58588,Terry Egan,1
58590,Terry F. Townsend,1
58592,Terry Fowler,1
58593,Terry Frith,1
58594,Terry Ganey,1
58596,Terry Gilliam,1
58599,Terry Grosz,1
58600,Terry H Wesner,1
58601,Terry H. Anderson,1
58603,Terry Hill,1
58604,Terry J. Dubrow,1
58605,Terry J. Kunkel,1
58606,Terry Jennings,1
58609,Terry K. Brown,1
58612,Terry L. Rye,1
58613,"Terry L., Ph.D. Maple",1
58223,Tamara Hall,1
58218,Talmy Givon,1
57665,Susan Washburn Buckley,1
57865,Suzanne Tourtillott,1
57847,Suzanne Rodriguez,1
57848,Suzanne Ross,1
57849,Suzanne Ruta,1
57850,Suzanne Sanders,1
57851,Suzanne Schlosberg,1
57858,Suzanne Snyder Jacobson,1
57861,Suzanne T. Poppema,1
57862,Suzanne Tanner Chitwood,1
57863,Suzanne Tate,1
57866,Suzanne Vega,1
57882,Suzette Winter,1
57867,Suzanne Venino,1
57868,Suzanne W. Jones,1
57871,Suzanne Williams,1
57872,Suzanne Wilson Lutwiller,1
57873,Suzanne Yalof,1
57874,Suzanne Zenkel,1
57876,Suzee J. Vlk,1
57877,Suzette Francis,1
57878,Suzette H. Elgin,1
57845,Suzanne Roberts,1
57844,Suzanne Rand,1
57842,Suzanne Power,1
57841,Suzanne Pharr,1
57814,Suzanne Harper,1
57816,Suzanne Hilton,1
57817,Suzanne Judson,1
57818,Suzanne Juhasz,1
57820,Suzanne Kirtland,1
57821,Suzanne Kresse,1
57822,Suzanne Lavert,1
57823,Suzanne Le Vert,1
57826,Suzanne Lipsett,1
57828,Suzanne M. Levine,1
57829,Suzanne M. Mittenthal,1
57831,Suzanne Marshall,1
57832,Suzanne Massie,1
57835,Suzanne Mcneill,1
57836,Suzanne Michelle,1
57837,Suzanne Morris,1
57838,Suzanne Newton,1
57839,Suzanne Nichols,1
57840,Suzanne O'Malley,1
57879,Suzette Haden  Elgin,1
57883,Suzi J. Golden,1
57812,Suzanne H. Stevens,1
57934,Sydne Heather Schinkel,1
57920,Sy Safransky,1
57921,Sybex,1
57922,Sybil Downing,1
57923,Sybil Grã?Â¤Fin Schã?Â¶Nfeldt,1
57924,Sybil Kritchevsky,1
57926,Sybil M. Lassiter,1
57927,Sybille Bedford,1
57928,Syd  Baumel,1
57931,Syd Gregory,1
57935,Sydney Ann Clary,1
57884,Suzi Walls,1
57936,Sydney Barbara Metrick,1
57939,Sydney J Van Scyoc,1
57941,Sydney Lewis,1
57942,Sydney Morgan D'Angelo,1
57944,Sydney P. Freedberg,1
57945,Sydney Ross Singer,1
57946,Sydney Stahl Weinberg,1
57948,Sydney Van Scyoc,1
57949,Sydney Walker,1
57918,Sy Liebergot,1
57917,Sword & Sorcery Studios,1
57916,Switzer,1
57915,Swindell,1
57885,Suzi West,1
57886,Suzi Wizowaty,1
57887,Suzie Shellenberger,1
57888,Suzy  Gershman,1
57890,Suzy Charnas,1
57891,Suzy Chiazzari,1
57893,Suzy K. Gershman,1
57894,Suzy Kalter,1
57897,Suzy Pizzuti,1
57898,Suzy Prudden,1
57901,Suzy Wetlaufer,1
57904,Sven Wahlroos,1
57905,Svengali,1
57907,Swami Bhaktipada,1
57908,Swami Chetanananda,1
57909,Swami Kriyananda,1
57912,Swami Savitripriya,1
57913,Swami Sivananda Radha,1
57914,Swan Adamson,1
57813,Suzanne Hansen,1
57810,Suzanne Green,1
57951,"Sydney, Hoff",1
57718,Susannah Keating,1
57703,Susanna Jones,1
57707,Susanna Price,1
57709,Susanna Tamaro,1
57711,Susanna Vance,1
57712,Susannah Bamford,1
57713,Susannah Brin,1
57714,Susannah Broome,1
57716,Susannah Clapp,1
57717,Susannah Heschel,1
57719,Susannah Kells,1
57733,Susie Boulton,1
57721,Susannah Seton,1
57723,Susanne Antonetta,1
57724,Susanne Batzdorff,1
57725,Susanne Fischer-Rizzi,1
57726,Susanne Frã?Â¶Hlich,1
57727,Susanne Jaffe,1
57728,Susanne K. George,1
57730,Susanne Pari,1
57731,Susi Gregg Fowler,1
57702,Susanna J. Sturgis,1
57700,Susanna Gretz,1
57699,Susanna Gregory,1
57698,Susanna Firth,1
57666,Susan Weitzman,1
57669,Susan Weston,1
57672,Susan Windybank,1
57673,Susan Winget,1
57677,Susan Wolfe,1
57679,Susan Worth,1
57683,Susan Z. Dawes,1
57684,Susan Zakin,1
57685,Susan Zevon,1
57686,Susan Zwinger,1
57687,"Susan, B. Kelly",1
57689,"Susan, Ph.D. Jeffers",1
57690,"Susan, Phd Mitchell",1
57691,Susan. Witt,1
57692,Susana  Wald,1
57693,Susana Herrera,1
57694,Susanalexander Yates,1
57695,Susann Cokal,1
57697,Susanna Clarke,1
57732,Susie Alexander,1
57735,Susie Hoch Morgenstern,1
57808,Suzanne Glass,1
57787,Suzanne Clemenz,1
57771,Suzanne Abitbol Hershfield,1
57772,Suzanne Alles Blom,1
57773,Suzanne B.  Robotti,1
57778,Suzanne Brangham,1
57779,Suzanne Braun Levine,1
57780,Suzanne Brock,1
57782,Suzanne Buchholz,1
57785,Suzanne Clauser,1
57786,Suzanne Clausse,1
57788,Suzanne Clothier,1
57736,Susie Jenkin-Pearce,1
57789,Suzanne Crowder Han,1
57791,Suzanne Ebel,1
57795,Suzanne Ezell,1
57796,Suzanne Falter-Barns,1
57797,Suzanne Farrell,1
57798,Suzanne Fields,1
57804,Suzanne Fredregill,1
57805,Suzanne Freeman,1
57807,Suzanne Garment,1
57769,Suzanne  Pavlos,1
57768,Suzanne  Havala,1
57767,Suzanne  Giesemann,1
57766,Suzannah Olivier,1
57737,Susie King Taylor,1
57738,Susie Major,1
57739,Susie Mee,1
57741,Susie Morgenstern,1
57742,Susie Nelson,1
57745,Susie Redfern,1
57746,Susie Schwarz,1
57748,Susie Tompkins,1
57750,Susy Smith,1
57751,Sut Jhally,1
57752,Sutton Miller,1
57753,Suyin Han,1
57754,Suza Scalora,1
57756,Suzan Nanfeldt,1
57757,Suzan Teltser-Schwarz,1
57760,Suzanna Danuta Walters,1
57761,Suzanna Gray,1
57762,Suzanna Lonchar,1
57765,Suzannah Lessard,1
57950,Sydney Watson,1
57952,Sylvaine Perols,1
58216,"Talmadge,&Cart Robitscher",1
58136,T. Whalin,1
58121,T. S Stribling,1
58124,T. Scott Bryan,1
58125,T. Scott Gross,1
58127,T. Thorn,1
58128,T. W. Burgess,1
58129,T. W. Graham  Solomons,1
58130,T. W. Hard,1
58133,T. W. Parnell,1
58135,T. Walter Wallbank,1
58137,T. Wheedle,1
58152,T.L. Bosiljevac,1
58138,T. William Taylor,1
58139,T. Z. Lavine,1
58140,T.C. Rypel,1
58142,T.E. Cruise,1
58143,T.F. Powers,1
58144,T.G.H. James,1
58146,T.J. Binyon,1
58148,T.J. Mac Gregor,1
58150,T.J. Orourke,1
58119,T. R. Wilson,1
58118,T. R. Reid,1
58115,T. Peterson,1
58114,T. Obinkaram Echewa,1
58089,T. J. Marino,1
58090,T. J. Marsh,1
58091,T. J. Phillips,1
58092,T. J. Rhys Jones,1
58093,T. J. Steiner,1
58096,T. K. F. Weisskopf,1
58097,T. K. V. Desikachar,1
58098,T. Kinsella,1
58099,T. L. Gray,1
58100,T. L. Higley,1
58101,T. L. Osborn,1
58102,T. Lain,1
58104,T. M. Murphy,1
58105,T. M. Shine,1
58108,T. Marks,1
58109,T. Mccafferty,1
58110,T. Menten,1
58112,T. More,1
58113,T. Myrna,1
58151,T.J. Stiles,1
58153,T.L. Brink,1
58086,T. J. Edwards,1
58203,Takeshi Konomi,1
58191,Tahar Ben Jelloun,1
58192,Tahir Shah,1
58194,Taijun Takeda,1
58195,Taisen Deshimaru,1
58197,Taitetsu Unno,1
58198,Takashi Matsuoka,1
58199,Takayuki Ishii,1
58201,Takeo Doi,1
58202,Takeshi Hattori,1
58204,Takeshi Shudo,1
58154,T.L. Mancour,1
58206,Takis Lakovou,1
58207,Takuji Sugimura,1
58208,Tal Brooke,1
58209,"Tal D., Bonham",1
58210,Talane Miedaner,1
58211,Talbot H. Waterman,1
58212,Talbot Mundy,1
58213,Talia Carner,1
58215,Tallaric,1
58189,Taeko Kamiya,1
58188,Tadlock Norma Johnson,1
58187,Tadeusz Wojnicki,1
58186,Tadeusz Konwicki,1
58155,T.L. Schaefer,1
58156,T.M. Luhrmann,1
58159,T.M.R. Ellis,1
58160,T.P. Mcelroy,1
58162,T.R. Reid,1
58163,T.R. Storey,1
58164,T.R. Witomski,1
58165,T.S. Burroughs,1
58166,T.S. Dorsch,1
58168,T.S. Rue,1
58169,T.S.K Scott-Craig,1
58170,T.Â?L Ennis,1
58172,Tab Julius,1
58173,Tabatha Jennings,1
58175,Tabitha Lenox,1
58176,Tabor Evan,1
58179,Tad Richards,1
58181,Tad W. Guzie,1
58185,Tadeusz Borowski,1
58087,T. J. English,1
58085,T. I. Et Al Storer,1
57953,Sylvaine Peyrols,1
58002,Sylvia S. Mader,1
57990,Sylvia Lopez-Medina,1
57991,Sylvia Louise Engdahl,1
57992,Sylvia Mader,1
57994,Sylvia Meagher,1
57995,Sylvia Mendoza,1
57997,Sylvia Nobel,1
57998,Sylvia Peck,1
58000,Sylvia Rimm,1
58001,Sylvia Rosa-Casanova,1
58003,Sylvia Schur,1
58017,Sylvie Hossack,1
58004,Sylvia Smith,1
58005,Sylvia Thompson,1
58006,Sylvia Thorne,1
58009,Sylvia Wallace,1
58010,Sylvia Waugh,1
58011,Sylvia Yount,1
58012,"Sylvia, Dr Rimm",1
58013,Sylvia. Mcnair,1
58014,Sylvian Hamilton,1
57988,Sylvia Lawrence,1
57987,Sylvia Landman,1
57984,Sylvia Harney,1
57983,Sylvia Halliday,1
57955,Sylvan Joseph Muldoon,1
57956,Sylvan Meyer,1
57957,Sylvester Stallone,1
57958,Sylvia A. Holladay,1
57960,Sylvia Abraham,1
57961,Sylvia Andrew,1
57962,Sylvia Andrews,1
57963,Sylvia Angus,1
57966,Sylvia B. Rimm,1
57967,Sylvia Bambola,1
57968,Sylvia Beach,1
57974,Sylvia Cassedy,1
57975,Sylvia Couturie,1
57976,Sylvia Cranston,1
57977,Sylvia De Bejar,1
57978,Sylvia E. Kirk,1
57979,Sylvia Engdahl,1
57980,Sylvia Foley,1
57982,Sylvia Green,1
58015,Sylvie E. Sommerfield,1
58020,Sylvie Patin,1
58084,T. Heald,1
58066,T. De Quincey,1
58053,T. Byram Karasu,1
58054,T. C. Boyle,1
58055,T. C. Huo,1
58057,T. C. Van Adler,1
58058,T. Chris Martindale,1
58060,T. D. Allman,1
58062,T. D. Patterson,1
58063,T. David Bunn,1
58065,T. Dawn Richard,1
58067,T. E. Apter,1
58022,Syndee Holt,1
58068,T. E. B. Clarke,1
58070,T. E. J. Dow,1
58071,T. E. Lawrence,1
58072,T. Ernesto Bethancourt,1
58074,T. Frost,1
58075,T. G. H. James,1
58076,T. Geoffrey Williams,1
58077,T. Glen Coughlin,1
58078,T. Green,1
58052,T. Bruce Fryer,1
58051,T. Brogan,1
58050,"T. Boone, Jr. Pickens",1
58048,"T. Berry, M.D. Brazelton",1
58025,Syrell R. Leahy,1
58026,Syrell Rogovin Leahy,1
58027,Syrie A. Astrahan,1
58028,Systems Future,1
58029,T Black,1
58030,T Cooper,1
58031,T E D Klein,1
58032,T F H Publications,1
58033,T Gertler,1
58034,T J Lindsay,1
58035,T Manaday,1
58036,T Verde,1
58039,T. A.  Heppenheimer,1
58041,T. A. Bryant,1
58042,T. A. Critchley,1
58043,T. A. Gabriel,1
58044,T. A. J Burnett,1
58045,T. Alton Bryant,1
58046,T. B. Marquis,1
56508,Stephen P. Barry,1
56506,Stephen P.  Maran,1
45374,Nina Foxx,1
54987,Sharon Crowley,1
54973,Sharon Bateman,1
54974,Sharon Beals,1
54976,Sharon Berman,1
54977,Sharon Blessum,1
54978,Sharon Bokoske,1
54979,Sharon Brandos,1
54980,Sharon Broer,1
54982,Sharon Brown,1
54985,Sharon Claessens,1
54988,Sharon Curtis,1
55011,Sharon Hudgins,1
54992,Sharon Devita,1
54994,Sharon Drake,1
54996,Sharon Dunn Umnik,1
54997,Sharon Durling,1
54998,Sharon Editor Niederman,1
55001,Sharon Francis,1
55005,Sharon Gmelch,1
55006,Sharon Goertz,1
55009,Sharon Hanby-Robie,1
54972,Sharon B. Wingler,1
54971,Sharon Ashton,1
54970,Sharon Arms Doucet,1
54969,Sharon Aris,1
54940,Shari Boullion,1
54941,Shari Cohen,1
54944,Shari Lieberman Ph.D.,1
54946,Shari P. Geller,1
54947,Shari Shattuck,1
54948,Shari Steelsmith,1
54950,Sharice Kendyl,1
54952,Sharlande. Sledge,1
54953,Sharlee Dieguez,1
54954,Sharleen Collicott,1
54956,Sharleen Jonasson,1
54957,Sharlene Baker,1
54958,Sharlene Minshall,1
54959,Sharlene Nelson,1
54960,Sharlene Wells Hawkes,1
54964,Sharon  Janis,1
54965,Sharon  Naylor,1
54967,Sharon A. Hersh,1
54968,Sharon Anne Salvato,1
55010,Sharon Harlow,1
55020,Sharon Kizziah-Holmes,1
54936,Shar Rednour,1
55077,Sharon Webb,1
55064,Sharon Siamon,1
55065,Sharon Silva,1
55066,Sharon Sloan Fiffer,1
55068,Sharon Sorenson,1
55069,Sharon Sparling,1
55070,Sharon Stancavage,1
55071,Sharon Steeber,1
55073,Sharon Thompson,1
55074,Sharon Traweek,1
55080,Sharon Wooding,1
55021,Sharon Korbeck,1
55081,Sharon Wyeth,1
55082,Sharon Wyse,1
55083,Sharon Y. Cobb,1
55084,Sharon Yntema,1
55086,Sharon. Peters,1
55088,Sharples,1
55089,Sharron Cohen,1
55091,Sharyn Wolf,1
55093,Shatoiya De La Tour,1
55061,Sharon Shavers Gayle,1
55060,Sharon Scott,1
55058,Sharon Schuller Kiser,1
55056,Sharon Saltzgiver  Wright,1
55022,Sharon Lamb,1
55025,Sharon Lovejoy,1
55026,Sharon M. Carr,1
55029,Sharon M. Ross,1
55030,Sharon Macdonald,1
55031,Sharon Mathis,1
55032,Sharon Mayne,1
55034,Sharon Mcdonnell,1
55035,Sharon Mignerey,1
55039,Sharon Niederman,1
55040,Sharon O'Brien,1
55044,Sharon Pape,1
55045,Sharon Perna,1
55047,Sharon Phillips Denslow,1
55048,Sharon Porath,1
55049,Sharon Randall,1
55050,Sharon Rose,1
55051,Sharon Ross,1
55052,Sharon Rush,1
54937,Sharan B. Merriam,1
54935,Shar Levine,1
55096,Shaun Considine,1
54841,Serge Abiteboul,1
54829,Senno Knife,1
54830,Sentinel Stafff,1
54831,Seon Manley,1
54833,Seppo Ed Farrey,1
54835,Serena Stier,1
54837,Serena Vitale,1
54838,Serendipity House,1
54839,Seressia Glass,1
54840,Serge A. Zenkovsky,1
54842,Serge Bramly,1
54854,Serita Deborah Stevens,1
54843,Serge Kahili King,1
54845,Serge Normant,1
54846,Serge Schmemann,1
54847,Sergeanne Golon,1
54848,Sergei Kourdakov,1
54849,"Sergeã?I Mikhaã?Ilovich, Eisenstein",1
54850,Sergio Aragones,1
54851,Sergio Sinay,1
54852,Sergio Troncoso,1
54828,Send The Light,1
54827,Senator Jake Garn,1
54825,Sena  Jeter Naslund,1
54824,Sen'O Tanaka,1
54797,Sedgwick Tourison,1
54799,Sei Shonagon,1
54800,Seibold,1
54802,Seidenberg                   R,1
54804,Seishi Yokomizo,1
54805,Sela Ward,1
54806,Selah Saterstrom,1
54807,Selchow Righter Company,1
54810,Seli Groves,1
54811,Selim G. Akl,1
54813,Selina Rosen,1
54814,Selina Sinclair,1
54816,Selma Greenberg,1
54817,Selma H. Fraiberg,1
54818,Selma Lagerlof,1
54819,Selwyn Hughes,1
54820,Selwyn Marie Young,1
54822,Sembene. Ousmane,1
54823,Sembere Ousmane,1
54853,Serita Ann Jakes,1
54856,Services Inc Word,1
54934,Shaped Color,1
54912,Shane Stevens,1
54899,Shale Aaron,1
54900,Shan Sa,1
54904,Shana Corey,1
54905,Shane Connaughton,1
54906,Shane Hunt,1
54908,Shane Lacy Hensley,1
54909,Shane Macdougall,1
54910,Shane Maloney,1
54911,Shane Osborn,1
54915,Shann Nix,1
54858,Sesame Street Players,1
54916,Shanna  Mawavise,1
54917,Shannon Cooley,1
54918,Shannon Dirksen,1
54923,Shannon Holmes,1
54924,Shannon Keegan,1
54925,Shannon Lewis,1
54927,Shannon Mcmahon-Lichte,1
54928,Shannon O'Cork,1
54933,Shanty Lewis,1
54898,Shakti Parwha Kaur Khalsa,1
54896,Shakespeare,1
54895,Shainee Gabel,1
54894,Shahrukh Husain,1
54859,Sesyle Joslin,1
54861,Seth B. Goldsmith,1
54862,Seth Cagin,1
54864,Seth Kindler,1
54866,Seth Morgan,1
54867,Seth Swirsky,1
54868,Seth White,1
54874,Seweryn Bialer,1
54875,Sexual Politics Cassell,1
54876,Seymour  Lipschutz,1
54877,Seymour Leichman,1
54881,Seymour Rossel,1
54884,Seymour Wishman,1
54885,Seyom Brown,1
54888,Shaaron Cosner,1
54890,Shadwynn,1
54891,Shae Irving,1
54892,Shaggy,1
54893,Shah Indries,1
55095,Shaun Briley,1
55097,Shaun Gayle,1
54794,Sebastian Stuart,1
55301,Shereen Gertel Rutman,1
55286,Shen Fu,1
55289,Sheng-Yen Lu,1
55291,Shep Greene,1
55292,Shepard Rifkin,1
55293,Shepherd Hoodwin,1
55297,Sheree Crute,1
55298,Sheree Petree,1
55299,Sheree Vickers,1
55300,"Sheree, Dr. Conrad",1
55302,Shereen Laplantz,1
55324,Sherman Wildman,1
55306,Sheri Dunham Haan,1
55308,Sheri Joseph,1
55309,Sheri Mcinnis,1
55310,Sheri O. Zampelli,1
55315,Sheridan Morley,1
55318,Sherie Bargar,1
55319,Sherie Holder,1
55320,Sherley Ann Williams,1
55322,Sherman Folland,1
55284,Shelly Singer,1
55282,Shelly Ritthaler,1
55281,Shelly Reuben,1
55280,Shelly R. Roberts,1
55246,Shelia Ostrander,1
55247,Shelia Williams,1
55248,Shelley Ann Smith,1
55251,Shelley Christiansen,1
55255,Shelley Gill,1
55256,Shelley Goldbloom,1
55258,Shelley Jackson,1
55259,Shelley Kincaid,1
55260,Shelley Moore Thomas,1
55262,Shelley Peterman Schwarz,1
55263,Shelley Ross,1
55266,Shelley Skiles Sawyer,1
55272,Shelly Brady,1
55273,Shelly Burke,1
55274,Shelly Comiskey,1
55275,Shelly Frome,1
55276,Shelly Greene,1
55277,Shelly Lavigne,1
55278,Shelly Mecum,1
55323,Sherman Wilcox,1
55325,Sherna Berger Gluck,1
55244,Shelia Ballantyne,1
55374,Sherwood E. Wirt,1
55357,"Sherry L., Dr Meinberg",1
55358,Sherry L.M. Jimenez,1
55361,Sherry Ruth Anderson,1
55363,Sherry Sonnett,1
55364,Sherry Sontag,1
55365,Sherry Thomas,1
55366,Sherry Tucker,1
55368,Sherry Yard,1
55371,Sherryll Kraizer,1
55376,Sherwood G. Lingenfelter,1
55326,Sherrell S. Anderson,1
55377,Sherwood Harris,1
55380,Sheryl A. Nicolson,1
55382,Sheryl Flournoy,1
55383,Sheryl J. Anderson,1
55384,Sheryl Jane Stafford,1
55388,Sheryl Nantus,1
55390,Sheryl Paul,1
55391,Sheryl Sage,1
55392,Sheryle Leekley,1
55356,Sherry L. Gibson,1
55355,Sherry Kinkoph,1
55354,Sherry Hansen Steiger,1
55351,Sherry Ferguson,1
55327,Sherri A. Mcgee,1
55329,Sherri Daley,1
55330,Sherri Eldridge,1
55331,Sherri Haab,1
55332,Sherri Mandell,1
55333,Sherri Rifkin,1
55334,Sherri Szeman,1
55335,Sherrie A. Inness,1
55336,Sherrie Eldridge,1
55339,Sherrie L. Nist,1
55340,Sherrie Rose,1
55341,Sherrie Tucker,1
55343,Sherrill B. Flora,1
55345,Sherry A Rogers,1
55346,Sherry A. Mauro,1
55347,Sherry Chiger,1
55348,Sherry Clayton Taggett,1
55349,Sherry Deborde,1
55350,Sherry Devereaux Ferguson,1
55245,Shelia Front,1
55243,"Sheldon, Md. Marks",1
55099,Shaun Jeffrey,1
55144,Sheila Cooper,1
55129,Sheena Gillespie,1
55130,Sheena Knowles,1
55131,Sheena Rogers,1
55132,Sheik Al-Jabarti,1
55135,Sheila Bayle-Lissck,1
55137,Sheila Bishop,1
55139,Sheila Bosworth,1
55142,Sheila Cole,1
55143,Sheila Connor,1
55145,Sheila Copeland,1
55163,Sheila Inderwick,1
55146,Sheila Coulson,1
55147,Sheila Cudahy,1
55148,Sheila Darragh,1
55149,Sheila Douglas,1
55150,Sheila Dyan,1
55152,Sheila Eskew,1
55153,Sheila Finch,1
55156,Sheila Gordon,1
55161,Sheila Heathcote Arthur,1
55128,Sheelagh M. Mawe,1
55127,Sheary Suiter,1
55126,Shearer,1
55125,Shea Mackenzie,1
55100,Shaun Mcniff,1
55101,Shaun Morey,1
55102,Shaun P. Hargreaves Heap,1
55103,Shauna Michaels,1
55104,Shauna Mooney Kawasaki,1
55105,Shauna Singh Baldwin,1
55107,Shawn Brennan,1
55108,Shawn Levy,1
55109,Shawn M. Talbott,1
55110,Shawn Macdonald,1
55111,Shawn Mcbride,1
55112,Shawn Mcmaster,1
55114,Shawn Phillips,1
55115,Shawn Ryan,1
55119,Shawna Vogel,1
55120,Shay  Stephen,1
55121,Shay Mcneal,1
55123,Shdema Goodman,1
55124,She Lao,1
55162,Sheila Hocken,1
55164,Sheila Isenberg,1
55242,"Sheldon, Md. Margen",1
55224,Sheldon Campbell,1
55208,Sheila Zubrod,1
55209,Sheila. Kitzinger,1
55210,Sheilah B Bruce,1
55211,Sheilah B. Bruce,1
55215,Shelagh Wallace,1
55219,Shelby Marlo,1
55221,Shelby White,1
55222,Shelby Yastrow,1
55223,Sheldon B. Kopp,1
55225,Sheldon Cashdan,1
55165,Sheila Johnson,1
55226,Sheldon Gillett,1
55227,Sheldon H.  Cherry,1
55228,Sheldon H. Cherry,1
55229,Sheldon H. Danziger,1
55230,Sheldon Jacobs,1
55234,"Sheldon L., V.M.D. Gerstenfeld",1
55235,Sheldon Lee Gosline,1
55237,Sheldon Patinkin,1
55239,Sheldon Russell,1
55207,Sheila York,1
55205,Sheila Weller,1
55204,Sheila Walsh Miller,1
55202,Sheila Turnage,1
55167,Sheila Kelly Welch,1
55170,Sheila L. Skemp,1
55171,Sheila Lavery,1
55172,Sheila Levin,1
55173,Sheila Linderman,1
55175,Sheila M. Long,1
55177,Sheila Mccullagh,1
55178,Sheila Mcmillen,1
55179,Sheila Metzner,1
55180,Sheila Moore,1
55181,Sheila Murray Bethel,1
55187,Sheila Paine,1
55188,Sheila Paulos,1
55190,Sheila R. Lowe,1
55194,Sheila Rosalynd Allen,1
55195,Sheila Sancha,1
55197,Sheila Stern,1
55199,Sheila Sturrock,1
55201,Sheila Tobias,1
54796,Sedgewood Press,1
54792,Sebastian Haffner,1
55394,Sheyann Webb,1
54406,Sarah Duchess Of York,1
54389,Sarah Ball,1
54391,Sarah Beattie,1
54392,Sarah Belk,1
54393,Sarah Beth Martin,1
54394,Sarah Beurskens,1
54396,Sarah Blake,1
54397,Sarah Blakeman,1
54400,Sarah Carlisle,1
54404,Sarah Dening,1
54410,Sarah E. Hutchinson,1
54423,Sarah Galland,1
54411,Sarah E. Kramer,1
54412,Sarah E. Parvis,1
54414,Sarah Erdman,1
54415,Sarah Farmer,1
54416,Sarah Farrant,1
54418,Sarah Ferguson Duchess Of York,1
54419,Sarah Fisch,1
54420,Sarah Flannery,1
54421,Sarah Gaddis,1
54387,Sarah B. Franklin,1
54386,Sarah Ashley,1
54383,Sarah Anderson,1
54382,Sarah Allen,1
54345,Sara M. Barbaresi,1
54349,Sara Mitchell,1
54350,Sara Mitchell Parsons,1
54353,Sara Nomberg-Przuytyk,1
54354,Sara Orem,1
54356,Sara Pacher,1
54360,Sara Pritchard,1
54361,Sara Rath,1
54362,Sara Robbins,1
54363,Sara Ryan,1
54364,Sara Sefchovich,1
54365,Sara Shandler,1
54366,Sara Slavin,1
54368,Sara Stein,1
54370,Sara Toney,1
54372,Sara Westbrook Brewton,1
54373,Sara Wheeler,1
54374,Sara Withers,1
54377,Sara Zad,1
54422,Sarah Gainham,1
54425,Sarah Gardiner White,1
54342,Sara Levi Calderon,1
54484,Sarah S Norton,1
54467,Sarah Mason,1
54468,Sarah Masters Buckey,1
54469,Sarah Maxwell,1
54470,Sarah Mcelwain,1
54471,Sarah Micklem,1
54474,Sarah Napthali,1
54476,Sarah Parker Danielson,1
54478,Sarah Price,1
54479,Sarah Quigley,1
54485,Sarah S. Kilborne,1
54428,Sarah Glasscock,1
54486,Sarah Saffian,1
54488,Sarah Schlesinger,1
54491,Sarah Sheard,1
54492,Sarah Sink Eames,1
54494,Sarah Stein,1
54495,Sarah Stevenson,1
54496,Sarah Stewart,1
54498,Sarah Stillman,1
54504,Sarah Tucker,1
54466,Sarah Mankowski,1
54465,Sarah Macdougall,1
54464,Sarah Macdonald,1
54463,Sarah M. Pike,1
54429,Sarah Grace Mccandless,1
54433,Sarah Hart,1
54434,Sarah Hawkes,1
54437,Sarah Hewetson,1
54438,Sarah Hinze,1
54441,Sarah Hope-Walker,1
54442,Sarah Howarth,1
54445,Sarah J. Verney,1
54446,Sarah Jett,1
54447,Sarah Josepha Hale,1
54448,Sarah K. Wolf,1
54449,Sarah Kelly,1
54450,Sarah Kemp,1
54451,Sarah Kramer,1
54453,Sarah La Saulle,1
54454,Sarah Lefanu,1
54455,Sarah Liu,1
54456,Sarah Lloyd,1
54459,Sarah Lowrey Taylor,1
54344,Sara Lorimer,1
54341,Sara Lawrence-Lightfoot,1
54506,Sarah Underhill Wisseman,1
54259,Sandy Hotchkiss,1
54245,"Sandra, Dr. Scantling",1
54246,"Sandra, Rd Woodruff",1
54247,Sandro Meallet,1
54248,Sands & Co. Bliss,1
54250,Sandy A Atkinson,1
54252,Sandy Blair,1
54253,Sandy Bonsib,1
54255,Sandy Clifford,1
54257,Sandy Gingras,1
54261,Sandy Knauer,1
54275,Sandy Silverthorne,1
54262,Sandy Linver,1
54263,Sandy Lynam Clough,1
54264,Sandy Macdonald,1
54266,Sandy Nightingale,1
54268,Sandy Petro,1
54269,Sandy Puckett,1
54270,Sandy Ransford,1
54271,Sandy Redburn,1
54273,Sandy Semerad,1
54244,"Sandra \\""Sandy Lynn\"" Lett""",1
54242,Sandra Wilkinson,1
54241,Sandra Whiteley,1
54239,Sandra Weiner,1
54201,Sandra Lee Dennis,1
54202,Sandra Lee Smith,1
54203,Sandra Lipsitz Bem,1
54204,Sandra Lounsbury Foose,1
54205,Sandra M. Gilbert,1
54211,Sandra Maitri,1
54212,Sandra Mansfield,1
54217,Sandra Newman,1
54218,Sandra O'Brien,1
54219,Sandra Obrien,1
54220,Sandra P. Aldrich,1
54223,Sandra Riley,1
54224,Sandra S. Kahn,1
54226,Sandra Sanders,1
54227,Sandra Scantling,1
54230,Sandra Shamas,1
54231,Sandra Shea,1
54233,Sandra Shevy,1
54234,Sandra Simpson Lesourd,1
54274,Sandy Sheehy,1
54277,Sandy Tolan,1
54340,Sara L. Whittier,1
54323,Sara Godwin,1
54309,Sara Corrin,1
54311,Sara D Gilbert,1
54315,Sara Dunn,1
54316,Sara Evans,1
54317,Sara Fitzgerald,1
54318,Sara Flanigan,1
54319,Sara Frommer,1
54320,Sara Garnes,1
54321,Sara Garrett,1
54324,Sara Gran,1
54279,Sandy Weinberg,1
54325,Sara Gruen,1
54326,Sara H. Banks,1
