,User-Decade,Book-Rating
365238,20,7
365239,30,9
365244,30,5
365245,30,9
365248,50,9
365252,30,6
365256,40,4
365258,30,4
365260,30,7
365261,20,8
365263,30,3
365264,70,10
365266,50,7
365267,30,8
365269,30,5
365270,30,9
365275,30,8
365276,30,6
365277,30,6
365279,20,7
365280,30,9
365282,40,8
365284,20,8
365285,20,10
365289,30,8
365292,50,3
365295,10,7
365298,40,5
365301,40,8
365302,40,5
365306,40,6
365308,30,9
365310,40,7
365312,20,8
365314,40,10
365316,30,10
365317,40,8
365320,50,8
365323,30,7
365328,30,8
365333,40,8
365335,30,4
365338,30,10
365339,40,10
365340,40,10
365343,20,9
365345,10,8
365353,30,8
365355,30,7
365356,40,5
365359,20,5
365362,30,9
365363,50,8
365366,30,10
365367,30,7
365368,30,8
365370,50,6
365375,30,8
365376,40,6
365377,30,8
365378,20,6
365385,40,8
365389,40,8
365394,40,6
365396,40,8
365403,50,7
365406,60,5
365407,40,8
365413,40,5
365421,30,8
365422,30,8
365429,30,8
365432,30,8
365433,20,5
365435,30,8
365443,30,7
365445,50,10
365448,40,6
365450,20,9
365458,50,8
365467,40,9
365472,20,7
365473,20,8
365477,20,8
365479,30,10
365493,30,10
365497,10,7
365499,30,4
365501,20,7
365502,30,9
365504,30,4
365511,20,9
365522,50,7
365526,20,10
365529,20,6
365539,30,8
365554,20,7
365555,50,8
365556,20,10
365558,20,8
365562,40,9
365571,40,10
365572,50,7
365574,30,7
365582,20,6
365583,40,7
365586,20,7
365592,30,6
365595,40,10
365596,70,9
365606,30,8
365616,30,5
365617,20,10
365618,40,9
365619,30,9
365628,50,5
365629,30,8
365634,10,8
365637,10,10
365638,30,8
365641,20,10
365646,40,7
365647,40,9
365651,20,8
365657,30,9
365659,20,5
365662,20,7
365666,40,10
365668,50,9
365670,30,7
365672,20,8
365673,30,8
365674,20,9
365676,30,9
365677,20,6
365678,20,5
365682,10,8
365688,30,8
365695,30,8
365706,10,8
365711,10,5
365719,30,7
365721,50,8
365725,20,8
365728,50,7
365729,50,6
365731,30,10
365735,30,8
365745,60,8
365747,30,6
365752,50,8
365754,40,9
365757,10,5
365759,40,4
365767,10,6
365773,50,5
365774,50,7
365782,40,7
365790,40,7
365799,20,8
365800,40,2
365825,40,8
365830,20,5
365831,10,6
365832,10,9
365833,10,3
365837,10,9
365845,30,7
365850,20,10
365851,20,9
365856,30,9
365863,20,10
365865,20,10
365866,20,10
365868,40,5
365869,30,6
365871,20,6
365873,40,8
365874,30,10
365875,20,7
365878,20,6
365880,30,9
365884,30,9
365885,30,7
365886,30,9
365889,30,8
365894,30,10
365899,20,8
365901,30,7
365903,40,5
365905,20,7
365907,30,10
365915,30,5
365917,20,5
365918,20,5
365920,30,5
365923,40,5
365925,20,8
365929,30,7
365930,40,8
365932,60,5
365938,40,8
365940,50,8
365944,30,9
365948,30,8
365949,30,8
365951,40,7
365957,30,7
365959,60,7
365961,40,5
365962,60,10
365965,30,7
365966,60,8
365967,30,8
365974,40,7
365984,60,10
365987,30,8
365988,30,6
365989,30,7
365997,30,9
366013,60,8
366014,60,5
366015,50,5
366017,50,9
366019,50,8
366022,40,9
366023,40,10
366027,50,8
366030,10,10
366032,30,8
366039,20,8
366045,30,7
366048,40,6
366050,10,5
366053,50,10
366059,40,8
366064,40,8
366067,40,7
366069,30,8
366079,40,7
366080,40,8
366084,20,10
366085,50,6
366087,50,10
366090,30,8
366092,40,7
366096,60,8
366101,50,9
366102,20,10
366104,30,10
366105,30,10
366107,50,8
366110,30,8
366113,40,5
366114,50,5
366117,30,9
366118,30,8
366120,30,6
366122,30,10
366125,50,8
366126,20,10
366130,30,9
366136,30,10
366137,20,5
366140,40,9
366143,50,9
366145,20,10
366152,30,10
366153,30,10
366157,20,5
366160,40,6
366162,40,3
366163,40,7
366165,50,10
366166,40,6
366173,30,10
366177,30,5
366178,30,7
366200,40,7
366202,30,7
366208,40,10
366209,50,6
366219,20,7
366225,30,7
366226,10,9
366227,20,8
366230,10,5
366242,20,8
366255,30,4
366257,20,8
366265,20,7
366268,10,10
366269,30,6
366275,30,9
366283,30,7
366310,10,9
366311,10,6
366321,30,5
366325,30,8
366338,40,9
366339,30,8
366343,10,9
366346,30,10
366356,10,9
366358,10,8
366389,30,10
366399,10,3
366404,50,6
366406,20,6
366408,10,8
366413,10,9
366416,30,6
366417,30,5
366432,30,10
366436,40,7
366439,30,10
366446,30,9
366465,10,6
366470,50,6
366471,50,7
366475,40,10
366476,30,5
366478,30,7
366490,30,5
366493,40,6
366511,20,7
366513,50,10
366521,50,9
366534,30,5
366539,40,7
366541,60,8
366548,30,8
366552,20,6
366566,60,7
366567,60,7
366571,60,8
366573,50,9
366574,50,9
366579,20,5
366582,20,9
366585,50,9
366588,20,8
366598,20,5
366603,60,7
366604,60,8
366606,60,7
366607,20,6
366608,60,8
366610,60,8
366612,60,8
366613,20,10
366614,30,9
366615,30,9
366616,40,5
366618,20,8
366619,30,7
366620,30,7
366623,20,6
366625,30,9
366629,20,10
366631,20,5
366632,40,9
366635,30,10
366640,60,9
366641,60,8
366643,60,8
366645,60,9
366651,60,8
366654,20,10
366655,40,5
366658,30,8
366660,30,7
366662,40,9
366663,30,7
366665,40,8
366666,30,8
366667,30,7
366669,60,7
366678,30,9
366680,20,6
366685,40,10
366699,60,8
366702,40,9
366724,10,8
366729,20,8
366735,30,4
366742,30,10
366744,30,5
366747,60,7
366755,30,7
366763,40,10
366766,20,10
366770,40,7
366773,40,8
366780,20,7
366784,40,6
366786,60,7
366788,60,8
366809,20,9
366812,40,10
366816,60,8
366817,60,9
366818,50,9
366822,60,8
366823,30,10
366826,60,8
366827,60,9
366833,60,8
366835,60,7
366836,10,7
366837,60,7
366838,60,7
366839,60,9
366846,60,8
366849,30,7
366850,60,9
366854,60,7
366856,60,7
366858,30,8
366860,40,9
366862,60,10
366864,60,10
366866,60,10
366869,60,10
366870,60,9
366871,20,8
366872,20,9
366873,30,8
366874,60,7
366883,60,7
366885,30,8
366886,50,8
366888,60,8
366894,60,7
366897,20,10
366899,30,10
366901,30,5
366902,10,5
366903,30,10
366907,20,10
366910,30,7
366913,10,5
366914,20,10
366915,60,7
366916,20,10
366918,30,10
366919,30,5
366920,10,5
366921,30,10
366925,30,10
366926,30,5
366929,40,9
366930,20,10
366931,60,7
366932,20,10
366934,30,10
366935,30,5
366936,10,5
366937,30,10
366938,20,10
366940,30,10
366942,10,5
366943,20,10
366944,60,8
366945,20,10
366947,30,10
366948,30,5
366949,10,5
366950,30,10
366952,20,10
366956,30,10
366958,30,10
366959,30,5
366961,40,9
366962,20,10
366964,60,7
366971,60,8
366978,60,8
366984,20,10
366987,20,7
366997,60,8
366998,30,4
367003,20,5
367004,30,6
367006,60,9
367008,50,10
367012,40,8
367019,20,8
367020,20,9
367021,60,8
367025,40,10
367029,40,9
367030,30,5
367031,40,6
367032,30,8
367035,50,9
367038,20,9
367039,40,6
367040,50,10
367052,60,10
367053,60,8
367055,30,7
367060,60,9
367063,20,8
367066,20,9
367067,60,8
367068,60,7
367072,60,8
367080,60,9
367085,60,8
367086,40,5
367087,60,8
367088,60,7
367091,60,10
367095,60,8
367099,60,10
367100,30,8
367101,60,8
367102,60,7
367103,30,7
367109,60,8
367111,60,9
367112,60,9
367113,30,10
367115,30,7
367117,60,8
367118,60,9
367120,30,6
367125,40,5
367127,60,8
367130,60,9
367131,30,3
367132,40,10
367137,110,3
367140,50,3
367142,60,7
367144,60,9
367145,10,8
367147,30,6
367149,30,10
367151,30,7
367160,30,10
367168,30,10
367170,50,9
367175,30,8
367189,20,7
367191,20,10
367193,50,7
367197,20,6
367198,20,10
367203,50,9
367205,20,7
367206,30,10
367213,20,7
367217,20,9
367220,30,9
367223,50,9
367229,10,4
367235,40,8
367247,30,10
367255,20,5
367266,30,10
367276,30,8
367281,10,8
367285,20,8
367286,20,5
367288,20,5
367289,20,10
367294,30,10
367297,20,10
367300,30,8
367302,40,8
367310,30,10
367311,20,7
367312,40,9
367315,30,9
367318,20,10
367322,40,8
367344,20,5
367350,110,10
367364,30,8
367368,30,8
367370,40,8
367376,40,8
367381,70,5
367387,20,10
367388,30,10
367389,30,10
367395,30,8
367396,50,5
367399,30,9
367401,30,7
367403,30,10
367404,40,10
367409,40,9
367412,20,10
367413,40,8
367415,20,9
367421,20,9
367424,30,9
367430,40,6
367431,20,8
367432,50,8
367433,20,7
367436,30,6
367440,30,8
367445,40,8
367447,40,9
367448,40,7
367451,40,5
367453,50,4
367456,40,8
367458,30,2
367459,60,7
367461,30,5
367464,30,7
367467,20,6
367471,40,5
367472,40,7
367473,40,8
367474,40,9
367477,40,5
367478,40,8
367482,30,10
367483,40,6
367489,20,8
367490,30,7
367491,30,8
367494,30,7
367497,20,7
367507,40,7
367508,30,7
367509,30,10
367519,40,3
367525,40,9
367535,30,9
367537,40,8
367539,50,9
367544,20,8
367545,40,10
367548,20,6
367551,40,9
367555,20,8
367559,30,8
367561,50,8
367562,30,5
367570,50,9
367572,30,8
367589,60,7
367596,30,10
367597,50,8
367598,20,10
367602,40,8
367606,50,7
367607,20,9
367609,40,7
367611,40,5
367621,30,9
367626,30,6
367627,50,6
367639,40,3
367641,40,9
367645,40,3
367657,30,8
367661,50,8
367664,30,7
367665,40,8
367674,30,5
367675,40,7
367678,40,8
367681,20,9
367682,40,8
367683,20,7
367685,40,8
367687,50,8
367691,40,8
367693,30,8
367697,60,8
367703,40,10
367704,30,6
367707,30,9
367709,60,7
367710,10,10
367711,60,1
367714,60,1
367730,30,10
367737,10,8
367738,40,10
367740,30,10
367745,10,5
367756,10,5
367759,30,9
367766,40,10
367769,20,8
367770,20,2
367772,20,10
367781,70,6
367800,40,10
367802,40,6
367804,30,7
367805,40,10
367819,20,9
367820,40,8
367821,20,8
367822,30,9
367824,40,8
367826,30,7
367827,20,10
367829,30,8
367833,10,8
367837,20,10
367839,30,7
367844,40,9
367845,20,6
367851,50,6
367853,70,7
367855,40,8
367868,20,9
367871,50,7
367875,20,8
367876,20,9
367877,40,10
367883,60,5
367885,30,8
367886,40,10
367892,60,10
367894,30,8
367904,30,10
367909,60,8
367911,40,6
367917,40,10
367918,20,10
367922,40,9
367924,20,6
367925,60,6
367926,40,8
367928,20,8
367933,20,8
367934,20,5
367935,40,9
367937,60,9
367938,50,7
367939,70,8
367941,40,7
367942,30,5
367944,30,9
367945,50,7
367946,30,10
367949,30,9
367953,30,8
367955,40,5
367964,0,6
367965,0,8
367967,30,7
367968,20,10
367969,30,5
367970,40,10
367971,0,8
367972,30,7
367976,20,10
367977,40,8
367979,30,5
367981,40,10
367983,30,6
367985,30,8
367993,30,8
367995,20,10
367996,40,8
367997,30,8
367999,40,7
368001,50,6
368015,30,9
368016,40,6
368021,40,10
368025,40,10
368027,60,10
368035,40,5
368036,50,8
368037,20,7
368045,40,8
368047,30,10
368049,50,6
368051,60,8
368053,30,7
368054,40,10
368057,30,8
368058,50,8
368060,30,8
368062,30,9
368064,40,10
368065,30,7
368071,40,5
368074,20,5
368076,20,7
368079,30,6
368084,30,6
368086,30,7
368088,30,7
368089,0,6
368092,30,9
368097,30,5
368099,50,10
368106,30,7
368107,30,5
368113,0,8
368115,50,7
368119,10,9
368121,40,10
368122,0,8
368124,30,5
368126,20,8
368130,0,9
368136,30,2
368138,30,7
368143,40,10
368146,30,9
368148,30,8
368155,30,3
368159,30,8
368160,30,5
368161,30,5
368162,30,8
368163,40,10
368167,30,9
368169,60,8
368171,50,9
368173,40,8
368175,70,7
368181,20,7
368189,40,10
368192,40,10
368195,50,8
368196,50,7
368201,30,8
368202,30,8
368204,20,7
368209,30,9
368211,40,8
368217,30,8
368219,50,9
368222,30,8
368224,50,5
368225,50,5
368230,60,8
368233,50,5
368236,20,2
368239,40,7
368240,50,5
368242,20,8
368247,40,6
368249,30,8
368257,30,8
368258,30,8
368260,60,8
368265,50,8
368268,50,10
368270,40,10
368278,30,5
368280,30,8
368301,50,7
368304,20,9
368306,20,10
368311,30,8
368312,50,8
368318,30,8
368323,30,10
368324,40,10
368326,50,6
368328,40,8
368331,20,5
368332,20,7
368339,30,5
368340,20,9
368343,40,8
368344,30,5
368358,30,7
368359,60,6
368362,50,9
368364,40,7
368373,40,7
368386,30,9
368389,50,7
368392,20,10
368398,50,7
368403,40,8
368407,40,8
368427,50,8
368428,50,9
368432,50,8
368433,20,10
368435,70,9
368440,40,8
368453,30,9
368455,40,8
368456,40,6
368463,30,9
368466,60,8
368467,40,8
368469,30,8
368470,30,8
368475,70,10
368478,40,8
368483,30,6
368487,30,9
368488,40,10
368495,60,7
368500,20,6
368510,30,8
368516,40,5
368519,30,8
368522,30,7
368524,40,10
368530,20,8
368535,30,8
368538,20,9
368549,40,10
368552,50,4
368556,50,5
368557,10,5
368566,40,9
368567,50,6
368568,20,9
368576,10,10
368579,40,9
368581,40,5
368602,30,8
368615,40,9
368619,50,10
368620,30,9
368621,50,9
368625,50,7
368626,30,5
368634,50,9
368637,30,8
368648,30,10
368652,30,6
368653,20,6
368664,30,4
368665,40,8
368680,30,8
368685,40,7
368688,30,8
368695,20,7
368698,30,7
368710,60,7
368713,60,5
368718,60,8
368719,20,10
368720,40,6
368723,30,7
368725,40,5
368730,60,9
368733,30,5
368734,60,6
368735,40,7
368740,60,8
368742,60,6
368749,60,4
368752,50,9
368756,30,8
368764,40,7
368771,60,7
368775,40,6
368787,30,10
368789,20,9
368793,30,7
368794,30,7
368795,50,8
368798,20,8
368800,60,6
368806,30,8
368808,60,4
368810,40,3
368811,60,9
368814,60,5
368819,40,9
368821,20,9
368824,20,7
368826,40,6
368833,30,7
368841,30,9
368851,50,8
368860,40,8
368861,20,6
368865,20,7
368866,40,10
368870,50,10
368875,50,8
368877,50,7
368878,50,7
368879,30,7
368881,40,7
368884,50,10
368885,50,9
368891,20,8
368892,20,9
368893,40,9
368898,20,9
368901,40,5
368906,20,8
368909,40,6
368910,20,8
368912,20,10
368913,40,10
368922,40,5
368926,40,5
368934,50,5
368938,30,4
368941,30,4
368948,50,6
368954,50,8
368955,20,7
368960,30,5
368969,40,5
368999,20,9
369004,40,10
369009,10,8
369012,50,5
369013,40,5
369015,30,9
369019,20,8
369022,10,8
369024,40,8
369029,20,7
369031,10,9
369036,10,8
369038,30,8
369046,10,8
369050,30,8
369052,20,9
369056,30,7
369059,20,7
369061,50,6
369065,30,10
369067,50,9
369070,10,4
369077,50,6
369079,10,7
369083,60,7
369084,30,5
369085,20,7
369086,40,6
369096,50,7
369104,30,9
369106,30,10
369107,50,8
369113,40,5
369133,50,10
369141,40,8
369154,10,6
369160,40,9
369162,30,7
369177,30,8
369189,40,8
369194,20,9
369197,10,8
369199,10,5
369208,50,9
369218,10,8
369227,40,6
369241,40,8
369259,10,8
369266,10,8
369268,20,7
369270,40,8
369271,40,8
369275,10,7
369281,20,8
369284,30,6
369288,30,5
369289,20,9
369290,30,5
369292,30,8
369297,10,8
369301,20,5
369309,50,10
369310,30,8
369312,30,5
369313,50,7
369318,40,6
369327,20,4
369329,10,7
369334,60,6
369337,50,5
369348,10,8
369350,30,7
369351,40,10
369363,40,7
369365,10,8
369369,30,8
369378,20,8
369379,30,10
369380,20,10
369384,20,5
369385,20,8
369387,20,7
369395,30,8
369396,10,7
369398,10,8
369401,10,3
369415,10,8
369424,20,7
369427,10,5
369428,10,6
369431,20,8
369432,10,7
369443,10,8
369458,10,8
369462,20,8
369467,10,8
369468,10,9
369469,40,9
369474,10,2
369482,20,8
369484,20,9
369496,40,5
369502,30,8
369524,10,7
369528,40,10
369532,20,8
369533,40,10
369534,30,10
369536,30,10
369537,10,8
369546,30,8
369548,30,8
369549,10,8
369552,60,8
369554,10,8
369555,50,8
369557,20,10
369558,10,7
369560,30,6
369563,50,10
369566,10,8
369570,60,8
369572,10,7
369575,20,7
369587,40,9
369589,40,9
369590,30,10
369597,60,8
369598,20,7
369607,40,9
369611,40,9
369613,30,10
369614,20,10
369615,30,5
369619,10,9
369620,30,8
369621,40,10
369626,50,10
369628,60,5
369630,40,5
369631,50,8
369633,30,8
369634,40,10
369636,30,8
369639,50,8
369643,40,8
369650,50,8
369655,30,8
369656,40,9
369657,20,10
369665,30,10
369672,20,7
369682,40,6
369688,30,8
369691,40,10
369697,50,8
369710,20,10
369711,50,9
369712,30,10
369713,30,5
369714,10,5
369719,30,10
369724,50,8
369741,20,9
369743,40,5
369744,30,8
369748,20,8
369780,40,8
369784,20,7
369789,30,10
369800,50,9
369801,40,8
369802,20,6
369805,40,5
369807,50,8
369811,50,5
369813,20,7
369821,30,10
369824,40,7
369825,60,7
369835,20,10
369840,10,9
369842,40,7
369843,30,4
369846,30,8
369873,10,7
369900,40,10
369925,50,9
369928,50,8
369932,40,5
369937,30,8
369938,30,10
369943,30,7
369969,40,8
369974,50,6
369987,30,6
369992,40,6
369993,60,5
369995,50,10
370002,50,7
370003,70,6
370008,40,9
370018,20,8
370021,30,8
370030,60,9
370033,50,8
370036,40,9
370040,30,7
370043,50,8
370046,60,8
370061,30,8
370063,60,8
370065,30,8
370067,30,7
370068,30,7
370071,50,9
370077,30,8
370081,40,5
370084,30,8
370087,30,4
370089,40,8
370090,30,4
370092,40,10
370097,50,10
370098,20,10
370099,50,10
370100,30,9
370103,20,9
370104,40,10
370105,50,4
370106,50,9
370107,50,9
370110,50,6
370112,40,8
370113,50,6
370115,70,7
370120,60,8
370129,50,6
370143,40,10
370147,20,7
370149,40,8
370150,30,6
370160,30,7
370163,20,8
370171,30,5
370172,20,7
370177,40,9
370180,10,10
370201,30,8
370217,40,5
370227,40,7
370230,50,9
370234,40,8
370235,50,8
370249,10,5
370257,50,7
370268,30,6
370269,10,6
370277,10,8
370292,40,8
370295,30,5
370299,40,9
370300,20,5
370301,30,7
370306,30,6
370315,40,5
370317,20,5
370321,30,6
370323,40,9
370328,50,6
370331,40,5
370334,60,8
370337,70,6
370356,30,9
370360,60,10
370374,50,9
370377,50,6
370379,30,6
370380,50,9
370385,40,5
370397,60,8
370411,30,10
370415,30,10
370421,30,7
370422,20,9
370425,30,9
370440,40,9
370447,20,8
370449,30,5
370453,50,4
370455,50,9
370464,40,6
370467,30,10
370486,30,6
370491,40,7
370492,40,10
370495,30,8
370498,40,8
370503,40,9
370510,20,10
370513,30,7
370519,30,5
370522,40,8
370524,30,9
370527,20,10
370533,20,7
370535,20,10
370536,50,9
370537,10,8
370538,50,10
370540,50,9
370542,20,10
370547,30,7
370549,30,8
370550,40,8
370551,40,6
370553,50,6
370562,30,7
370563,40,9
370575,60,5
370578,40,5
370585,50,9
370589,40,8
370595,40,10
370596,40,8
370603,40,5
370604,30,10
370605,10,10
370608,10,9
370609,50,8
370610,10,10
370623,40,10
370633,20,9
370638,40,9
370644,10,8
370647,20,8
370651,20,7
370658,20,10
370661,40,10
370662,10,10
370668,10,9
370674,40,8
370683,30,9
370685,40,8
370702,40,8
370703,20,8
370709,10,7
370712,10,7
370713,10,10
370714,10,10
370730,20,5
370731,30,5
370733,40,4
370734,20,9
370736,20,9
370737,50,9
370742,20,9
370743,20,10
370744,10,9
370764,20,9
370773,30,10
370775,20,8
370777,20,8
370782,30,6
370784,20,6
370786,20,9
370788,10,10
370789,30,7
370792,30,9
370793,30,7
370795,20,9
370797,10,10
370800,30,7
370804,30,9
370805,20,8
370807,20,9
370808,50,9
370810,20,7
370813,20,7
370820,20,7
370821,20,5
370826,20,10
370830,30,10
370832,20,9
370836,30,10
370837,30,5
370838,50,9
370842,40,10
370844,50,8
370852,40,8
370856,20,5
370860,50,7
370862,40,9
370864,50,9
370868,30,5
370872,20,7
370873,30,5
370880,30,8
370881,40,10
370882,20,8
370885,40,10
370888,30,7
370894,30,9
370904,40,7
370905,30,10
370906,20,10
370907,40,10
370915,40,10
370919,30,9
370926,50,8
370928,40,10
370930,20,10
370935,40,1
370936,30,9
370939,30,10
370943,40,10
370944,20,5
370951,30,10
370952,50,10
370953,30,7
370954,30,9
370957,20,9
370959,30,10
370962,30,7
370963,30,5
370971,30,8
370972,30,7
370975,50,5
370977,40,8
370978,40,10
370981,40,10
370983,40,10
370984,30,8
370992,30,8
371001,30,6
371002,30,8
371006,40,7
371007,30,7
371013,0,3
371014,50,9
371021,50,9
371024,20,9
371026,50,9
371028,40,10
371032,50,10
371041,40,5
371051,40,7
371053,30,5
371063,20,9
371066,40,6
371069,30,8
371075,30,8
371077,40,10
371083,50,10
371094,10,9
371095,10,8
371099,50,10
371100,40,8
371103,10,8
371106,10,9
371109,10,10
371110,60,8
371111,10,10
371119,10,10
371120,20,10
371121,10,8
371122,10,8
371126,30,9
371127,60,6
371128,10,10
371132,20,10
371143,20,5
371152,40,8
371160,40,7
371162,40,7
371170,20,9
371174,30,7
371175,40,6
371190,10,9
371192,30,5
371199,50,5
371210,50,5
371212,40,8
371213,30,6
371215,50,9
371248,30,8
371251,50,7
371253,20,7
371261,30,5
371262,20,8
371265,30,9
371266,50,6
371268,40,8
371270,20,5
371271,30,5
371273,20,7
371274,20,9
371283,20,7
371284,30,8
371286,30,9
371290,20,9
371299,50,9
371300,80,6
371302,30,8
371306,20,7
371316,50,8
371317,50,8
371324,40,10
371325,40,7
371334,50,10
371340,30,9
371341,20,7
371344,20,10
371349,30,9
371352,40,9
371358,50,10
371361,0,9
371363,30,10
371370,40,6
371371,40,8
371379,110,10
371381,30,10
371388,20,8
371389,30,8
371393,40,10
371402,60,8
371403,50,6
371406,50,8
371407,30,7
371408,20,7
371409,20,10
371416,60,10
371421,20,10
371422,30,8
371426,10,7
371428,40,10
371436,40,8
371437,30,10
371439,40,8
371440,40,7
371441,30,9
371442,50,9
371446,40,9
371448,10,10
371449,20,9
371455,20,8
371456,20,8
371461,40,8
371468,20,5
371476,40,6
371479,70,5
371481,20,4
371492,40,7
371493,40,8
371501,50,7
371504,40,8
371508,30,8
371509,40,6
371514,40,8
371516,50,9
371523,50,9
371526,40,10
371529,40,7
371532,40,10
371533,40,8
371534,30,8
371535,40,6
371537,40,7
371538,40,5
371539,40,7
371540,40,8
371542,40,5
371543,40,7
371544,40,9
371545,30,8
371546,30,6
371547,30,10
371548,30,7
371549,40,10
371550,20,7
371551,50,9
371554,30,10
371556,30,10
371557,30,10
371558,30,10
371560,30,9
371562,30,8
371563,20,10
371564,30,10
371565,30,5
371567,20,8
371569,30,7
371570,30,10
371571,30,9
371572,30,10
371573,30,9
371578,40,5
371581,30,10
371584,20,7
371597,30,9
371598,30,10
371599,30,8
371600,20,4
371602,30,8
371603,30,8
371604,50,9
371605,30,8
371607,110,10
371609,30,6
371610,30,5
371612,20,10
371614,30,10
371620,30,7
371627,30,9
371630,30,9
371632,30,9
371634,30,9
371635,40,8
371636,30,10
371637,40,8
371639,50,3
371645,40,8
371649,20,5
371651,50,7
371662,20,8
371665,20,9
371670,20,6
371671,30,5
371673,50,8
371674,20,8
371678,40,9
371680,30,8
371683,20,8
371685,40,5
371686,20,8
371688,30,8
371692,20,7
371700,20,6
371702,40,8
371705,30,10
371714,40,10
371718,30,10
371719,20,8
371721,50,10
371725,70,10
371727,50,10
371728,30,10
371732,20,10
371735,20,5
371737,30,10
371742,40,10
371744,30,6
371746,40,7
371761,60,9
371765,40,8
371772,40,5
371781,50,8
371782,40,9
371788,30,8
371791,40,6
371821,60,5
371825,40,8
371831,40,7
371835,40,8
371837,30,8
371844,30,5
371847,40,8
371853,30,10
371858,40,8
371859,20,8
371862,40,8
371863,50,9
371864,40,8
371868,50,3
371884,40,7
371888,50,7
371894,40,7
371898,40,10
371899,40,5
371908,60,7
371911,40,7
371912,40,7
371918,20,8
371920,40,7
371930,30,8
371935,20,10
371951,50,8
371952,40,7
371954,30,5
371960,50,8
371962,50,5
371967,50,9
371968,20,6
371973,40,9
371977,40,7
371991,40,6
371994,40,9
371997,40,5
372003,30,5
372004,50,9
372010,50,5
372011,40,9
372018,40,8
372019,50,9
372020,30,10
372021,30,5
372022,40,9
372034,40,9
372037,30,10
372039,60,8
372040,40,7
372044,30,7
372045,40,8
372050,60,8
372055,20,10
372056,40,7
372063,40,10
372070,50,7
372082,40,10
372092,40,8
372094,30,8
372098,10,10
372107,30,5
372112,50,10
372113,30,10
372116,40,8
372123,40,5
372125,30,5
372132,30,5
372141,20,10
372142,20,8
372151,40,9
372152,30,10
372153,20,8
372154,20,9
372157,40,10
372158,30,5
372159,20,7
372160,30,6
372161,20,10
372165,20,9
372167,30,10
372168,20,10
372174,20,8
372177,40,10
372178,30,8
372188,30,7
372194,30,4
372200,20,9
372205,40,10
372207,20,8
372216,30,8
372218,30,7
372221,40,8
372224,40,5
372226,50,9
372228,50,10
372229,40,8
372232,50,9
372233,40,6
372235,50,8
372238,30,5
372245,20,9
372263,30,10
372273,40,10
372282,30,10
372306,30,7
372308,60,8
372309,40,7
372323,20,6
372342,30,8
372344,40,10
372347,30,10
372349,30,5
372368,50,3
372369,30,9
372371,20,7
372372,40,7
372386,30,7
372396,50,9
372400,50,7
372402,20,6
372403,50,6
372404,30,7
372416,10,9
372420,50,7
372433,40,7
372438,50,7
372439,40,1
372472,30,7
372481,30,5
372489,30,5
372493,30,10
372494,20,4
372499,60,7
372536,30,8
372549,30,9
372551,30,7
372563,40,6
372569,40,7
372570,50,8
372586,30,10
372588,20,8
372589,40,10
372590,40,1
372593,20,6
372596,20,6
372597,40,9
372610,30,8
372617,30,5
372625,50,7
372631,30,6
372636,50,6
372639,40,10
372647,20,8
372648,30,10
372655,20,6
372659,10,8
372666,50,8
372676,20,7
372684,20,8
372704,30,5
372705,20,6
372708,20,8
372712,20,5
372716,30,6
372730,30,6
372772,10,10
372783,10,8
372797,10,8
372824,10,6
372839,40,10
372840,40,9
372841,20,4
372843,30,6
372845,30,9
372858,30,5
372870,20,9
372878,30,8
372885,60,8
372892,20,8
372897,60,8
372904,60,9
372916,20,10
372933,20,10
372934,30,10
372946,40,9
372947,50,9
372955,30,5
372963,30,8
372964,20,10
372965,30,8
372974,30,5
372976,20,10
372979,60,5
372983,30,8
372985,30,5
372986,40,5
372997,30,7
373011,40,7
373016,40,10
373018,50,9
373019,30,8
373022,30,5
373035,30,9
373041,30,9
373054,30,10
373062,30,9
373063,30,8
373070,30,5
373074,40,5
373081,60,6
373083,10,7
373096,30,8
373101,20,10
373102,40,9
373103,40,10
373104,50,8
373111,30,10
373112,40,9
373116,40,10
373125,30,9
373133,20,7
373138,30,5
373142,30,8
373151,20,10
373157,30,8
373159,50,5
373160,50,9
373164,40,10
373173,40,8
373178,30,10
373184,30,10
373192,40,6
373195,30,5
373196,50,6
373198,30,8
373202,30,10
373204,50,8
373205,20,10
373207,30,10
373209,30,8
373215,30,10
373222,30,10
373225,40,8
373229,20,9
373230,50,7
373233,50,10
373240,30,1
373242,30,10
373250,30,8
373252,30,8
373253,30,8
373254,30,9
373259,40,4
373263,40,8
373268,40,6
373278,60,10
373286,20,5
373287,30,8
373288,20,10
373290,60,10
373291,40,5
373301,40,3
373309,40,9
373310,30,6
373313,20,9
373317,40,8
373321,30,7
373323,20,8
373324,40,8
373333,50,8
373342,40,8
373347,20,5
373354,40,7
373358,20,10
373363,30,7
373365,50,5
373369,60,10
373371,40,5
373379,30,7
373383,30,7
373384,30,8
373388,50,9
373391,30,10
373392,60,9
373403,50,7
373405,40,7
373414,30,9
373415,20,7
373416,30,8
373418,60,6
373422,50,7
373425,70,9
373427,50,7
373428,30,7
373429,40,10
373430,40,8
373431,30,10
373432,40,10
373433,50,9
373436,30,7
373437,40,8
373440,60,10
373441,50,7
373444,50,9
373445,60,5
373447,50,9
373448,30,9
373451,50,7
373455,40,8
373456,40,8
373459,70,8
373461,50,5
373467,50,8
373470,40,5
373479,50,8
373480,40,7
373485,30,5
373487,40,8
373489,40,10
373494,40,5
373495,20,10
373497,40,9
