,Book-Author,Count
50781,Richard W Stevens,2
55267,Shelley Smith,2
16411,Edward M. Peters,2
55268,Shelley Stoehr,2
20660,George Harrison,2
26888,Janet Lowe,2
57158,Sue Mckay,2
55957,Stacy Taylor,2
51782,Robert Louis Steveanson,2
16404,Edward Locke,2
20667,George Higgins,2
51784,Robert Love Taylor,2
53842,Salina Yoon,2
51779,Robert Lopshire,2
50785,Richard W. Barber,2
55955,Stacy Schiff,2
14142,Dewitt Henry,2
15464,Douglas E. Comer,2
55262,Shelley Peterman Schwarz,2
15468,Douglas Easton,2
18247,Etgar Keret,2
57186,Sue Wiltz,2
21975,Gus Weill,2
51774,Robert Lipscomb Duncan,2
54739,Scotty Mclennan,2
54737,Scottforesman,2
55950,Stacy Debroff,2
18246,Etan Boritzer,2
18269,Etienne Delessert,2
14130,Devon Jackson,2
15459,Douglas D. Hawk,2
18244,Et Al Netterberg,2
15470,Douglas Florian,2
55949,Stacy Cretzmeyer,2
50780,Richard W Dehaan,2
21986,Gustavo Gutierrez,2
23774,Howard L. Rolf,2
11800,Daniel Greenberg,2
26848,Janet Groene,2
18215,Esther Beilenson,2
18310,Eugene Jackson,2
52538,Roger E. Axtell,2
53861,Sally Belfrage,2
15437,Douglas B. Smith,2
55251,Shelley Christiansen,2
51808,Robert M. Overstreet,2
53805,Sabrina Ward Harrison,2
55964,Staley Krause,2
51758,Robert Laxalt,2
11799,Daniel Green,2
11801,Daniel Grotta,2
15446,Douglas C. Giancoli,2
21930,Groucho Marx,2
26840,Janet Gilbert,2
53802,Sabrina Burton,2
53863,Sally Bishop,2
18322,Eugene Oâ´Neill,2
51809,Robert M. Parker,2
15435,Douglas Arthur Hill,2
55249,Shelley Bedik,2
50771,Richard Taylor,2
23820,Howard Spring,2
53800,Sabra Steinsiek,2
20678,George J. Veith,2
51761,Robert Lee Hall,2
49156,R. W. Burchfield,2
20649,George Grosz,2
21936,Grubb,2
51768,Robert Lewis May,2
15444,Douglas Brown,2
21990,Gustavus Hin Miller,2
15481,Douglas H. Ubelaker,2
57173,Sue Spayth Riley,2
51766,Robert Levine,2
51800,Robert M. Hochheiser,2
53815,Sage Walker,2
26862,Janet Johnson,2
14127,Devin J. Starlanyl,2
18297,Eugene Field,2
21994,Guy Brewer,2
26861,Janet Jensen,2
15441,Douglas Botting,2
23806,Howard Richler,2
21998,Guy Davenport,2
23809,Howard Rutledge,2
15440,Douglas Borton,2
53811,Sadja Greenwood,2
11793,Daniel Gordis,2
18225,Esther Hoskins Forbes,2
52535,Roger Duvoisin,2
15486,Douglas Hobbie,2
52536,Roger E.  Axtell,2
23771,Howard Kohn,2
26749,Jane Turner Rylands,2
20617,George Fisher,2
55198,Sheila Strutt,2
49245,Rachel Ferguson,2
18461,Evelyn Keyes,2
26649,Jane Lazarre,2
14084,Derek Walcott,2
53733,S. Gross,2
55218,Shelby L. Stanton,2
16453,Edward S. Curtis,2
18464,Evelyn Lip,2
21856,Gregory Bean,2
21855,Gregory Battcock,2
14176,Diana Blayne,2
15548,Douglass Elliot,2
49244,Rachel Elliot,2
23870,Hugh Brewster,2
53734,S. Hamilton,2
20595,George E. Vaillant,2
26643,Jane L. Baker,2
21852,Gregory Alan-Williams,2
14082,Derek Taylor,2
55331,Sherri Haab,2
15549,Douglass S. Thompson,2
57062,Stuart Holmes Coleman,2
26637,Jane Kenyon,2
55983,Stan Johnson,2
53729,S. Featherstone,2
52565,Roger Hayes,2
51700,Robert Klein,2
18460,Evelyn Kennedy,2
11968,Danny Biederman,2
18444,Evelyn Childers,2
20602,George Ehrenhaft,2
14089,Dermot Healy,2
18445,Evelyn Christensen,2
16449,Edward Rowe Snow,2
23863,Hudson Rivers,2
26666,Jane Mason,2
14088,Dermot Cole,2
15357,Dory Hollander,2
54748,Sean A. Moore,2
18100,Ernest Aris,2
18449,Evelyn Doyle,2
51850,Robert Merritt,2
11961,Dann Hazel,2
55325,Sherna Berger Gluck,2
11967,Danny  Goodman,2
52503,Rogak Angowski,2
14174,Diana Barron,2
53927,Sally Prue,2
18453,Evelyn Goodman,2
49236,Rachel Cline,2
16452,Edward S. Aarons,2
18096,Erna Paris,2
22104,H. Bruce Franklin,2
52502,Roff Smith,2
20599,George Edward Stanley,2
23740,Howard G. Hendricks,2
54749,Sean Breckenridge,2
23737,Howard F. Lyman,2
52567,Roger Hicks,2
21846,Gregor N. Purdy,2
53710,S. Beth Atkin,2
15334,Dorothy Schneider,2
21837,Gregg Levoy,2
55928,St Thomas Robin,2
12013,Daphne R. Kingma,2
55210,Sheilah B Bruce,2
54711,Scott Simon,2
55927,St Martins Press,2
18492,Evelyne Lever,2
20706,George M. Fredrickson,2
53714,S. Claus,2
15569,Dr. Haim G Ginott,2
55926,St Martin'S Press,2
18069,Erin Barrett,2
57052,Stuart Flexner,2
49256,Rachel Kadish,2
53709,S. Bell,2
57041,Stuart Brent,2
15328,Dorothy Ross,2
55199,Sheila Sturrock,2
23729,Howard Buten,2
12022,Dara Girard,2
18504,Evie Yoder Miller,2
18058,Erika Langmuir,2
22143,H. Kubasch,2
26596,Jane Gentry,2
55925,St Joseph Church Committee,2
26610,Jane Hammerslough,2
18489,Evelyn Young,2
21838,Gregg Loomis,2
22130,H. J Hutchins,2
57051,Stuart Ewen,2
54713,Scott Sommer,2
11999,Dao Strom,2
15346,Dorothy W. Baruch,2
53935,Sally Schneider,2
26621,Jane Hope,2
15555,Doyle,2
53937,Sally Seamans,2
23874,Hugh Danks,2
15345,Dorothy Vernon,2
14077,Derek Radford,2
22123,H. H. Munro,2
55987,Stan Mack,2
12006,Daphne Dumaurier,2
20703,George Lucius Salton,2
21840,Gregg O. Mccrary,2
12007,Daphne Gottlieb,2
12008,Daphne Hamilton,2
52501,Roebuck And Company Sears,2
53719,S. D. Tower,2
26612,Jane Harrington,2
21839,Gregg Main,2
51692,Robert Kent,2
18076,Erin Hynes,2
12010,Daphne Metaxas Hartwig,2
22094,H. Anthony Medley,2
15534,Douglas Stone,2
51834,Robert Mattox,2
11909,Daniel S. Levine,2
55229,Sheldon H. Danziger,2
15393,Doug Marlette,2
26725,Jane Shaw Whitefield,2
51733,Robert L. Morgan,2
20693,George Lamming,2
51732,Robert L. Moore,2
55228,Sheldon H. Cherry,2
55301,Shereen Gertel Rutman,2
53904,Sally Kemp,2
18403,Evans Lawrence Watt,2
22064,Gwyn Jones,2
26718,Jane Schneider,2
51731,Robert L. Millet,2
11905,Daniel Rosen,2
57106,Suci Stevenson,2
16390,Edward L. Deci,2
26714,Jane Russell,2
21882,Gregory Kishel,2
11911,Daniel Schorr,2
15385,Doug Hornig,2
11914,Daniel Singer,2
15526,Douglas Rees,2
11915,Daniel Stark,2
15380,Doug Hall,2
15527,Douglas Riley,2
52557,Roger Granet,2
18397,Evangeline Blanco,2
53901,Sally Hill,2
21870,Gregory Gibson,2
18148,Ernest Thayer,2
57116,Sue Byfield,2
50803,Richard White,2
22051,Gwendolen Gross,2
49207,Ra Un Nefer Amen,2
14101,Deseret Book Company,2
18150,Ernest Thompson Seton,2
55299,Sheree Vickers,2
21890,Gregory Mcnamee,2
22053,Gwendoline Riley,2
15520,"Douglas R. & Dennett, Daniel C. Hofstadter",2
23754,Howard Hirschhorn,2
16444,Edward Regis,2
23841,Howell D. Chickering,2
57110,Sue Ann Alderson,2
26738,Jane Sughrue Giberga,2
14099,Des Pawson,2
26736,Jane Stevenson,2
11898,Daniel Ransom,2
11899,Daniel Reveles,2
51734,Robert L. Park,2
11902,Daniel Robb,2
18395,Evan Thomas,2
26732,Jane Solmson,2
22059,Gwendolyn M. Parker,2
49210,Rabbi Daniel  Lapin,2
11903,Daniel Roche,2
23848,Hp Books Editors,2
53754,S. M. Gunn,2
55308,Sheri Joseph,2
50811,Richard Wollheim,2
50756,Richard Stratton,2
26685,Jane O'Reilly,2
18125,Ernest J. Finney,2
50810,Richard Wiseman,2
51725,Robert L. Harris,2
51845,Robert Mckay,2
18124,Ernest J. Callenbach,2
52559,Roger Grenier,2
55316,Sheridan Warner Baker,2
53750,S. L. Rottman,2
11946,Danielle Claro,2
22087,H Zim,2
20605,George Elliott,2
18408,Eve  Adamson,2
49227,Rachel Bell,2
49228,Rachel Billington,2
15363,Doubleday And Company,2
26675,Jane Miller,2
26674,Jane Middelton-Moz,2
18434,Evelin Burger,2
55978,Stan Defreitas,2
50751,Richard Stengel,2
53921,Sally Morgan,2
51719,Robert L. Dilenschneider,2
53742,S. Jason Black,2
53922,Sally Morningstar,2
11941,Daniella Burr,2
51726,Robert L. Heilbroner,2
11940,Daniella Brodsky,2
51727,Robert L. Holt,2
14097,Des Kennedy,2
55309,Sheri Mcinnis,2
54747,Sean  Kelly,2
26704,Jane Redmont,2
18413,Eve Becker,2
21876,Gregory Howard Williams,2
57095,Stuart Warren,2
55313,Sheri Tepper,2
18415,Eve Byron,2
26699,Jane Powell,2
53907,Sally L. Smith,2
55936,Stacey Dennis,2
53908,Sally Laird,2
22076,Gyorgy Dalos,2
18133,Ernest L. Boyer,2
49222,Rachel Anderson,2
26695,Jane Pilgrim,2
11935,Daniel Yergin,2
23851,Hsi-Sheng Chi,2
18129,Ernest K. Emurian,2
26691,Jane Packer,2
49223,Rachel Ashwell,2
11938,Daniela Gobetti,2
53911,Sally Liberman Smith,2
18422,Eve Horowitz,2
56916,Steven N. Austad,2
20740,George Ohsawa,2
55150,Sheila Dyan,2
17757,Emmet Fox,2
49555,Randye Lordon,2
22500,Harold Ivan Smith,2
49556,Ranelda Mack Hunsicker,2
22501,Harold J. Mcgee,2
16561,Eileen Curristine,2
21581,Gordon W. Allport,2
17764,Emory M. Thomas,2
50875,Rick Detorie,2
21579,Gordon W Green,2
26013,James Magorian,2
53453,Russell Bintliff,2
18959,Fran Hewitt,2
17754,Emma Thompson,2
17749,Emma Speare,2
15739,E. C. Tubb,2
18963,Fran Leeper Buss,2
26008,"James M., Jr. Banner",2
22504,Harold Jaffe,2
55092,Shashi Tharoor,2
20800,George Spelvin,2
22505,Harold Joachim,2
21575,Gordon Stevens,2
13926,Dennis  Palumbo,2
15037,Donna Hay,2
16563,Eileen Daly,2
56800,Steven Appleby,2
12480,David Diamond,2
22499,Harold Hutton,2
20428,Geoff Peterson,2
26020,James Marsters,2
50871,Rick Davis,2
51509,Robert Gleason,2
20440,Geoffrey Burnie,2
21591,Goscinny,2
12472,David Dean,2
13932,Dennis Bock,2
49546,Randy Schultz,2
12473,David Debin,2
20438,Geoffrey Barraclough,2
13930,Dennis Bardens,2
54659,Scott H. Plantz,2
20796,George Singleton,2
23614,Hojo Tsukasa,2
52664,Roland Barthes,2
49551,Randy Sue Coburn,2
50873,Rick Demarinis,2
56067,Stanley Smith,2
55484,Shirley Verel,2
22496,Harold Hazelip,2
18948,Fran A. Baker,2
12477,David Derbin Nolta,2
53458,Russell C Mott,2
20429,Geoff Rodkey,2
54785,Sean Sellers,2
18950,Fran Baker,2
15035,Donna Grove,2
56799,Steven A. Roman,2
12462,David Daniel,2
18982,Frances Backhouse,2
22523,Harold Livingston,2
17744,Emma Morgan,2
14288,Diane Darling,2
55083,Sharon Y. Cobb,2
24106,Ian St James,2
12508,David E. Scherman,2
22526,Harold Mario Mitchell Acton,2
12509,David E. Stannard,2
55493,Shizuru Seino,2
21558,Gordon Lightfoot,2
22528,Harold Mehling,2
24109,Ian Stuart,2
52670,Roland Flamini,2
56798,Steven A. Galipeau,2
16564,Eileen Drew,2
25967,James Lewis,2
18985,Frances C. Kerns,2
53438,Russ Whitney,2
18987,Frances Carter,2
20417,Geo. Gately,2
50607,Richard Mueller,2
12512,David Earl Worth,2
25965,James Leo Herlihy,2
15757,E. Ethelbert Miller,2
12519,David Eldridge,2
53437,Russ Rymer,2
52669,Roland E. Larson,2
22522,Harold Levine,2
50610,Richard N Bolles,2
22520,Harold Lawrence Myra,2
18967,Fran Posner,2
24095,Ian Robert James Jack,2
56797,Steven A. Egger,2
25997,James M. Hendrickson,2
23606,Hitchcock. L. L.,2
13924,Denker,2
55488,Shiva Naipaul,2
22511,Harold Kooden,2
16325,"Edward F., Jr. Dolan",2
12496,David E. Boruchowitz,2
15033,Donna Green,2
25988,James M.  Kouzes,2
21569,Gordon R Dickson,2
52001,Robert S. Devine,2
25985,James Lyon,2
24098,Ian Serraillier,2
55087,Sharp,2
20802,George Stade,2
24100,Ian Sheldon,2
24101,Ian Shuttleworth,2
52005,Robert S. Feldman,2
53444,Russell A. Brown,2
17745,Emma Page,2
25980,James Lowell,2
53443,Russell A. Barkley,2
18941,Foster W. Cline,2
16549,Eilean Hooper-Greenhill,2
25962,James Legge,2
50865,Rick Copp,2
12421,David Cohen,2
26091,James P. Leary,2
16539,Ehren Ehly,2
56829,Steven E. Brenner,2
16330,Edward Fitzgerald,2
20789,George Shea,2
23624,Holling C. Holling,2
16542,Ehrlich R.,2
51981,Robert Roper,2
13945,Dennis Deitz,2
18908,Fodors Travel Staff,2
14279,Diane Baker Mason,2
26086,James P. Comer,2
22461,Harold C. Livesay,2
12429,David Congalton,2
24060,Ian J. Burton,2
54090,"Samuel Langhorne, Clemens",2
12432,David Copeland,2
22456,Harold Berson,2
21606,Grace  Llewellyn,2
15079,Donna Rice Hughes,2
53481,Russell M. Griffin,2
53480,Russell Lucas,2
15724,E. Adamson Hoebel,2
13941,Dennis Coon,2
53478,Russell L.  Ackoff,2
26093,James P. O'Reilly,2
26095,James P. Steyer,2
23626,Hollis Hampton-Jones,2
21613,Grace Dent,2
49506,Randi Massingill,2
18893,Floyd Conner,2
51535,Robert H. Ferrell,2
18895,Floyd G. Cullop,2
18896,"Floyd J., Jr Fowler",2
21619,Grace H. Kaiser,2
22438,Harley Hahn,2
23629,Holly Beth Walker,2
18899,Floyd Mcclung,2
13947,Dennis Durrell,2
22440,Harley L Sachs,2
22441,Harley L. Sachs,2
54670,Scott Kim,2
12415,David Clarke,2
18901,Floyd W. Matson,2
51532,Robert H. Boyer,2
55108,Shawn Levy,2
15092,Donna Stephens,2
26101,James Patrick,2
13946,Dennis Deletant,2
22446,Harm J. De Blij,2
50863,Rick Carson,2
49510,Randolph M. Nesse,2
23627,Hollis Norton,2
51528,Robert H Pantell,2
52659,Rokelle Lerner,2
13940,Dennis Connor,2
26039,James Mellon,2
26049,James Monaco,2
20445,Geoffrey Clark,2
53468,Russell H. Conwell,2
15065,Donna Levin,2
54782,Sean Punch,2
15062,Donna Lee Poff,2
51515,Robert Gover,2
15061,Donna Lee Bowen,2
17776,Enid Hoffman,2
21597,Gotham Writers' Workshop,2
21596,Gotham Chopra,2
12451,David D. Alt,2
16543,Ehud Havazelet,2
50622,Richard Newman,2
51520,Robert Greenfield,2
12453,David D. Busch,2
24073,Ian Marshall,2
24074,Ian Marter,2
56065,Stanley Schmidt,2
24076,Ian Mcdowell,2
13934,Dennis Brown,2
17772,Enfield,2
12456,David D. Galloway,2
22480,Harold Gale,2
54102,Samuel Romilly Roget,2
51512,Robert Gold,2
56814,Steven Burgauer,2
18929,Forrest E. Morgan,2
56823,Steven Cosgrove,2
24069,Ian Littlewood,2
51926,Robert Perkins,2
50627,Richard O'Brien,2
22464,Harold Carlton,2
26072,James O. Born,2
18917,Forbes Magazine,2
18918,Forbes Magazine  Staff,2
49527,Randy Cunningham,2
26070,James O'Shaughnessy,2
20446,Geoffrey Cornelius,2
51984,Robert Rosenheck,2
51519,Robert Greene,2
15076,Donna Poehner,2
22467,Harold Constance,2
24065,Ian Kavanaugh,2
53474,Russell Jacoby,2
54093,Samuel Lynn Hynes,2
49531,Randy Horn,2
56825,Steven D. Salinger,2
49532,Randy Houk,2
26060,James N. Hall,2
17781,Enrico Brizzi,2
12441,David Crosby,2
56824,Steven Curtis Chapman,2
21601,Goulart,2
13939,Dennis Chalker,2
52456,Rod Serling,2
18989,Frances Densmore,2
21554,Gordon Jarvie,2
21620,Grace Hill,2
25855,James Hawkins,2
25859,James Herndon,2
17677,Emily James,2
54141,Sandra Bark,2
17671,Emily Hanlon,2
52026,Robert Sabbag,2
56087,Stark Books,2
53402,Rudy De Reyna,2
55075,Sharon Tyler Herbst,2
53401,Rudy Behlmer,2
19064,Francesca Castagnoli,2
15772,E. H. Young,2
19066,Francesca Delbanco,2
13885,Denise Fleming,2
50586,Richard Mbey,2
21522,Gordon Aalborg,2
51459,Robert Flynn,2
53395,Rudolph F. Norden,2
12587,David Gamon,2
25852,James Harpur,2
56743,Steve Phillips,2
56742,Steve Philips,2
17666,Emily Giffin,2
49634,Ray Josephs,2
20815,George Trobridge,2
49635,Ray Kroc,2
56741,Steve Petusevsky,2
55507,Shonto Begay,2
25861,James Hewitt,2
51462,Robert Foster,2
12581,David G. Tompkins,2
17690,Emily Pearl Kingsley,2
17689,Emily Paul,2
20406,Genevieve Lewis Paulson,2
54136,Sandra  Waddock,2
56754,Steve Sanfield,2
49627,Ray Hogan,2
17687,Emily Neye,2
22576,Harriet Grey,2
22577,Harriet Griffey,2
56084,Star Jones,2
51466,Robert Franklin Leslie,2
52022,Robert S. Stone,2
19047,Frances S. Goulart,2
25871,James Horton,2
25870,James Holding,2
55874,Sorrell Ames,2
14298,Diane Dupont,2
17683,Emily Maxwell,2
13892,Denise Hunter,2
25868,James Hogan,2
17680,Emily Laforge,2
20814,George Tice,2
52025,"Robert S., M.D. Eliot",2
25864,James Hime,2
19053,Frances Temple,2
12597,David Gibbon,2
17660,Emily Filipi,2
19038,Frances Moore Lappã©,2
56091,Starsky And Cox,2
15774,E. Hemingway,2
55073,Sharon Thompson,2
52031,Robert Savage,2
56732,Steve Nakamoto,2
49649,Ray Oldenburg,2
21513,Goodsberry Patch Staff,2
51449,Robert Farris Thompson,2
25823,James Grace,2
25822,James Gould Cozzens,2
12614,David Grinspoon,2
49652,Ray Robinson,2
22608,Harris,2
25818,James Goodman,2
19076,Francesco Bianchini,2
25817,James Gollin,2
52682,Roland Perry,2
53387,Rudolf Ritsema,2
21510,Gooch,2
51447,Robert Farrar Capon,2
50582,Richard Martins,2
22613,Harrison,2
12616,David Gulbransen,2
56729,Steve Moore,2
13875,Denise Clark Pope,2
12618,David Gurr,2
22614,Harrison Arnston,2
51451,Robert Fenster,2
21519,Gordon,2
13878,Denise Dennis,2
49643,Ray Miller,2
17659,Emily Elliott,2
49638,Ray Manzarek,2
12598,David Glover,2
23583,Himilce Novas,2
54148,Sandra Bregman,2
55511,Shouji Gatou,2
17657,Emily Eden,2
25841,James H. Pickering,2
23582,Hilton Obenzinger,2
24146,Ignazio Silone,2
51456,Robert Fisk,2
49641,Ray Mcniece,2
22595,Harriet Welty Rochefort,2
54150,Sandra Byrd,2
25837,James H. Kyle,2
50893,Rick Jarow,2
23580,Hilory Wagner,2
22597,Harriet Zieffert,2
24148,Ikko Tanaka,2
22599,Harriett E. Weaver,2
17651,Emily Couric,2
17649,Emily Coleman,2
16309,Edward Dolnick,2
51454,Robert Finch,2
56090,Starr,2
24136,Ida Vos,2
52021,Robert S. Siegel,2
12522,David Elliot Cohen,2
25933,James Krenov,2
52448,Rod Jones,2
17723,Emma Gelders Sterne,2
56770,Steve Swanson,2
25937,James L. Adams,2
14289,Diane Dean-Epps,2
20809,George Sweeting,2
17721,Emma Fischel,2
19010,Frances Hill,2
13908,Denise Noel,2
21549,Gordon Grice,2
22548,Harold T.  Betteridge,2
52011,Robert S. La Forte,2
22549,Harold Tomb,2
15012,Donna Carlisle,2
49596,Ray Andrews,2
15760,E. F. Schumacher,2
49597,Ray Audette,2
56080,Stanton Forbes,2
54653,Scott Foresman,2
56767,Steve Stockman,2
25926,James Kilgo,2
51477,Robert G Allen,2
55875,Soseki Natsume,2
49600,Ray Boileau,2
54652,Scott Flansburg,2
56765,Steve Stern,2
49592,Ray A. Young Bear,2
56076,Stanley Wynett,2
24117,Ian Watson,2
22540,Harold Roth,2
49582,Rather,2
22534,Harold R Jacobs,2
12524,David Ellwand,2
18990,Frances Donaldson,2
54115,"Samuel, Beckett",2
22535,Harold R. Hansen,2
18993,Frances Farmer,2
20416,Geo Gately,2
15759,E. F. Bleiler,2
18995,Frances Fox Piven,2
12527,David Evanier,2
17735,Emma Kallok,2
22536,Harold R. Jacobs,2
17734,Emma Jensen,2
12529,David Ewing Duncan,2
18998,Frances Goodrich,2
56075,Stanley Wolpert,2
56776,Steve Turner,2
18999,Frances Goulart,2
15019,Donna D. Cooner,2
53434,Russ Martin,2
17733,Emma Jane Spenser,2
25945,James L. Mohler,2
25944,James L. Lundy,2
15018,Donna Cunningham,2
25922,James Keenan,2
15011,Donna Cantor,2
22573,Harriet Fish Backus,2
49621,Ray Hamel,2
14294,Diane Dorrans Saeks,2
55503,Sholly Fisch,2
21534,Gordon Churchwell,2
25899,James Jacoby,2
12568,David Fromkin,2
55504,Sholom Aleichem,2
25895,James J. Rybacki,2
54131,Sandi Sonnenfeld,2
25892,James J. Mangan,2
13898,Denise Lardner Carmody,2
25889,James J. Fahey,2
22569,Harriet Brown,2
55078,Sharon Wegscheider-Cruse,2
24125,Ibooks,2
49622,Ray Hansen,2
54133,Sandie Sowler,2
25884,James J Kavanaugh,2
49624,Ray Harrison,2
19034,Frances Monson Mccullough,2
25882,James Innes-Smith,2
25881,James Innell Packer,2
19035,Frances Mooney,2
19036,Frances Moore  Lappe,2
22571,Harriet E Wilson,2
22572,Harriet E. Weaver,2
25879,James I. Clark,2
51470,Robert Frezza,2
55502,Shogo Hirata,2
52017,Robert S. Nathan,2
21537,Gordon D. Fee,2
53426,Rusel Demaria,2
15763,E. G. Valens,2
15006,Donna Bass,2
56760,Steve Silverman,2
21542,Gordon Demarco,2
52674,Roland H. Bainton,2
24127,Iceberg Slim,2
19019,Frances Kerns,2
21541,Gordon Davis,2
22562,Harrap'S,2
51471,Robert Friedel,2
12561,David Frahm,2
13904,Denise Lynn,2
23591,Hiroko Shawin,2
50593,Richard Metzger,2
25909,James Jr. Buckley,2
55079,Sharon Weiner Green,2
49610,Ray Connolly,2
17706,Emine Sevgi Ozdamar,2
12563,David Freeman,2
25905,James Johnson,2
17705,Emily Wortis Leider,2
12565,David Freidel,2
12566,David French,2
15766,E. Garrison Walters,2
18892,Floyd C. Watkins,2
24068,Ian Kershaw,2
26263,James W. Clarke,2
12280,David Arp,2
17823,Eric Burns,2
21687,Graham Mcneill,2
26175,James S Coan,2
15125,Dora Landey,2
52623,Roger R. Hock,2
54066,Samuel C Brownstein,2
12282,David Auburn,2
16339,Edward Gibbon,2
56038,Stanley Harris,2
53521,Ruth Behar,2
18837,Flic Everett,2
18838,Flint Dille,2
56859,Steven Guarnaccia,2
22385,Hans Helweg,2
26258,James Villepigue,2
24020,Iain Johnstone,2
14243,Diana Rosen,2
20480,Geoffrey T. Holtz,2
22382,Hans Finzel,2
56862,Steven H. Scheuer,2
23986,I. A. Horowitz,2
20773,George Ryan,2
49465,Rand Mcnally Editors,2
18771,Findhorn Community,2
56893,Steven L. Mandell,2
23995,I. E. Gaumont,2
17828,Eric Campbell,2
54064,Samuel Butcher,2
49438,Raman Selden,2
12356,David Brill,2
18828,Flavia M. Weedn,2
17825,Eric C. Evans,2
18829,Flavia Weedn,2
18830,Flavio Conti,2
12290,David B. Ellis,2
21686,Graham Mcnamee,2
26250,James V. Burchill,2
49470,Randall Alberts,2
26177,James S Trefil,2
26252,James V. Smith,2
13967,Dennis J. Cummings,2
13966,Dennis J. Bennett,2
51563,Robert Harbin,2
50641,Richard P. Mcbrien,2
51558,Robert Half,2
17814,Eric Arnold,2
52473,Roderick Nash,2
26268,James W. Heisig,2
12273,David Anstey,2
15184,Doris Garns,2
21651,Graciela Ascarrunz Gilman,2
55442,Shirley Grau,2
18765,Fforde Jasper,2
50646,Richard Pape,2
52462,Rodale Pr Editors,2
26270,James W. Johnson,2
24033,Ian Boyd,2
16525,Edwin Way Teale,2
22402,Hans Silvester,2
55404,Shimon Peres,2
55126,Shearer,2
26158,James Reno,2
15183,Doris Flexner,2
15667,Duncan Jones,2
20476,Geoffrey Perret,2
14261,Diana Vreeland,2
18767,Field,2
56903,Steven M. Cahn,2
14260,Diana Vandervoort,2
17866,Eric Harvey,2
23661,Holly Virden,2
12315,David Beers,2
53516,Ruth Baetz,2
49476,Randall Dale Adams,2
26265,James W. Ellison,2
26266,James W. Fowler,2
12274,David Anthony Durham,2
24027,Iain Sinclair,2
51561,Robert Handly,2
26163,James Robert Parish,2
50645,Richard Panek,2
21654,Graeme Davis,2
20777,George S. Fichter,2
26184,James S. Trefil,2
18772,Fine Gardening,2
14250,Diana Silber,2
21680,Graham Lord,2
15153,Dori Jones Yang,2
15680,Durwood Merrill,2
21674,Graham Haley,2
22351,Hannah Hinchman,2
50659,Richard Perez,2
55427,Shirley Blumenthal,2
24000,I. G. Starinov,2
22366,Hannah Wakefield,2
53535,Ruth Coughlin,2
17859,Eric Gurney,2
17845,Eric F. Johnson,2
55414,Shirlee A. Kalstone,2
18783,Fiona Cooper,2
22347,Hannah Breece,2
56876,Steven J. Bennett,2
16345,Edward Grube,2
56882,Steven Jonas,2
12328,David Best,2
18788,Fiona Harrowe,2
22362,Hannah Roche,2
12325,David Berman,2
55425,Shirley Bennett Tallman,2
51943,Robert Pritikin,2
12316,David Bender,2
18793,Fiona Lewis,2
18794,Fiona Macdonald,2
13984,Dennis L. Smith,2
17850,Eric Foner,2
26220,James T. Farrell,2
51579,Robert Heller,2
17852,Eric Frank Russell,2
21678,Graham Kerr,2
53538,Ruth Doan Macdougall,2
22356,Hannah March,2
24004,I. K. Swobud,2
54051,"Sampson, Md. Davis",2
17847,Eric Flanders,2
55422,Shirley Adams,2
55424,Shirley Barber,2
22368,Hanne Blank,2
18806,First Grade Students Of H. Byron Masterson Elementary,2
26239,James Tobin,2
56889,Steven Krauzer,2
17838,Eric Dezenhall,2
20487,Geoffrey Wills,2
52631,Roger Scruton,2
15174,Doris Cross,2
23647,Holly Keller,2
12342,David Bordwell,2
22376,Hans Baumann,2
56047,Stanley Kunitz,2
12302,David Ball,2
18809,Fischer,2
21665,Graham Dunstan Martin,2
15128,Doralee Patinkin Rubin,2
12346,David Bowker,2
52464,Rodale Press Editors,2
14257,Diana Sydney,2
23996,I. Et Al Asimov,2
18774,Fine Woodworking Magazine,2
17829,Eric Carie,2
51939,Robert Plunket,2
26196,James Sidney Lucas,2
18816,Fitzpatrick Jean Grasso,2
53546,Ruth Francisco,2
12330,David Biale,2
20490,Georg  Feuerstein,2
26203,James Southwood,2
14254,Diana Stuart,2
13978,Dennis Kyte,2
51572,Robert Hawks,2
49455,Ramsay Macmullen,2
24010,I. U. Tarchetti,2
56872,Steven Holzner,2
22372,Hanns Reich,2
53529,Ruth Brook,2
17860,Eric Hammel,2
22374,Hanry Davidoff,2
20762,George R. Bach,2
20495,Georg W. Hegel,2
20761,George R Drake,2
55140,Sheila Buff,2
22405,Hans Von Balthasar,2
20768,George Reese,2
12378,David Byrne,2
55396,Shifra Stein,2
51967,Robert Reilly,2
12398,David Cannadine,2
55115,Shawn Ryan,2
52460,Rod. Mckuen,2
17798,Eqbal Ahmad,2
26129,James R. Baker,2
12259,David Alan Stockman,2
12257,David Adler,2
12255,David Adams Leeming,2
53560,Ruth Handler,2
18752,Fernand Braudel,2
26127,James R Rumbaugh,2
21705,"Graham, Greene",2
26126,James R Lewis,2
20784,George Schuyler,2
54781,Sean P. Mactire,2
51969,Robert Rice,2
55118,Shawna Kenney,2
20749,George Page,2
51542,Robert H. Lieberman,2
53512,Ruth Anne Kocour,2
20750,George Papashvily,2
18869,Florence Isaacs,2
24040,Ian Cameron,2
24041,Ian Chorao,2
13994,Dennis Marlock,2
14002,Dennis Michael Walker,2
14232,Diana Mcclun,2
14005,Dennis Overbye,2
49488,Randall Neustaedter,2
56908,Steven M. Rosen,2
24044,Ian Dunbar,2
