,Book-Author,Count,Average
41987,Melanie Donovan,1,0.0
62964,Yehuda Nir,1,0.0
53984,Sam Hunter,1,0.0
62965,Yeon Hee Park,1,0.0
41985,Melanie Catley,1,0.0
53650,Ruth Wolff,1,0.0
53653,Ruth Young,1,0.0
53654,"Ruth, Dr. Westheimer",1,9.0
41976,Mel Taylor,1,0.0
41982,Meladee Mccarty,1,8.0
41981,"Mel, Ph.D. Silberman",1,0.0
53655,Ruth-Ann Clurman,1,0.0
41980,Mel Ziegler,1,10.0
53656,Ruth-Miriam Garnett,1,8.0
53657,Ruth. Bornstein,1,0.0
53658,Ruth. Brook,1,0.0
41978,Mel Walsh,1,0.0
41977,Mel Tormã©,1,0.0
53629,Ruth Shick Montgomery,1,0.0
53628,"Ruth Shannon, Odor",1,8.0
42024,Melinda Lilly,1,0.0
42069,Melissa Mcquillan,1,9.0
42077,Melissa Ramsdell,1,0.0
62893,Wyllyfolk St. John,1,7.0
53591,Ruth Mazo Karras,1,8.0
62895,Wyndham Lewis,1,8.0
62897,Wynetta Devore,1,0.0
42073,Melissa P.,1,8.0
62898,Wynette A. Hoffman,1,8.0
62900,Wynn Free,1,0.0
62901,Wynn Williams,1,0.0
53592,Ruth Mchaney Danner,1,9.0
62892,Wylly St. John,1,0.0
53593,Ruth Mckenney,1,7.0
62904,Wynnette Fraser,1,0.0
42065,Melissa Lukeman Bohrer,1,10.0
62906,Wytzo V. Vancammingha,1,0.0
53594,Ruth Miller,1,0.0
54023,Samantha Cook,1,8.0
42063,Melissa Lagonegro,1,0.0
42061,Melissa Kim,1,5.0
53598,Ruth Moore Malone,1,7.0
53589,Ruth M. Rasey Simpson,1,0.0
53588,Ruth M. Arthur,1,0.0
54002,Sam Shaw,1,8.0
54031,Samantha Hunter,1,10.0
53580,Ruth Kidson,1,0.0
42089,Melissa Wells-Petry,1,4.0
62881,Wu-Chi Liu,1,0.0
62882,Wucius  Wong,1,0.0
54033,Samantha Koumanelis,1,0.0
42088,Melissa Walker,1,0.0
42087,Melissa Tyrrell,1,0.0
42086,Melissa Tyler,1,9.0
53583,Ruth Lammert-Reeves,1,7.0
42085,Melissa Sweet,1,0.0
53587,Ruth Levitt,1,0.0
62886,Wyatt L. Brixy,1,0.0
62887,Wyatt Townley,1,0.0
54030,Samantha Holder,1,0.0
54028,Samantha Hardie,1,0.0
42083,Melissa Springer,1,0.0
53586,Ruth Levitas,1,0.0
62889,Wylie Folk St. John,1,0.0
62890,Wylly F. Stjohn,1,0.0
62891,Wylly Folk St. John,1,5.0
53599,Ruth Moorman,1,7.0
53601,Ruth O. Sun,1,0.0
53602,Ruth Oblander,1,0.0
62928,Yaakov Shabtai,1,0.0
42039,Melissa  Kaplan,1,0.0
53615,Ruth Roosevelt,1,0.0
62924,Xuan Thuan Trinh,1,10.0
53616,Ruth Rosen,1,0.0
54007,Sam Singer,1,0.0
53618,Ruth S Hummel,1,0.0
62926,Y.L. Harris,1,6.0
53619,Ruth S. Corinna,1,0.0
53620,Ruth S. Jacobowitz,1,0.0
54006,Sam Sifton,1,0.0
62912,Xam Wilson Cartier,1,0.0
62929,Yael Hedaya,1,3.0
42032,Melinda Ribner,1,7.0
42031,Melinda Pryce,1,0.0
42030,Melinda Nykamp,1,0.0
42029,Melinda Myers,1,10.0
53626,Ruth Schwartz Cowan,1,9.0
62931,Yair Weinstock,1,0.0
54004,Sam Shoemaker,1,0.0
62933,Yamamoto Tsunetomo,1,0.0
62923,Xinxin Zhang,1,9.0
42040,Melissa Algranati,1,10.0
53614,Ruth Richert Jones,1,0.0
54008,Sam Skinner,1,8.0
42054,Melissa F. Thornton,1,0.0
53607,Ruth Peterman,1,0.0
54015,Sam Tanenhaus,1,0.0
42051,Melissa Dorfman France,1,0.0
62916,Xavier Joseph Carbajal,1,0.0
62917,Xaviera Hollander,1,0.0
53609,Ruth Poris,1,10.0
54014,Sam Storms,1,5.0
42048,Melissa D. France,1,0.0
62918,Xi-Xi,1,0.0
42046,Melissa Craft,1,0.0
62919,Xiaolong Qiu,1,9.0
54013,Sam Stewart,1,0.0
62920,Xiaoping Jia,1,0.0
54012,Sam Steele,1,8.0
54010,Sam Snead,1,0.0
42043,Melissa C. Alexander,1,8.0
62921,Xie Bingying,1,0.0
42042,Melissa Bay Mathis,1,0.0
53183,Rosemary. Brown,1,0.0
54279,Sandy Weinberg,1,0.0
62408,William L. Rowe,1,0.0
54592,Schopenhauer,1,0.0
61819,Wharton,1,10.0
54595,Schuller,1,0.0
43462,Mike Milin,1,3.0
52741,Ron Cyr,1,9.0
52742,Ron Dalby,1,0.0
54594,Schuler,1,0.0
61820,Whit Barry,1,0.0
54593,Schramm,1,0.0
43459,Mike Meyers,1,7.0
43455,Mike Mckeever,1,0.0
61818,Weyman Jones,1,10.0
54591,School Zone Publishing,1,5.0
54590,School,1,8.0
52745,Ron Di Santo,1,0.0
52746,Ron Ellis,1,0.0
61824,White Wolf,1,0.0
54587,Scholastic Inc,1,0.0
54584,Schoenstein,1,0.0
43450,Mike Mccormack,1,0.0
52749,Ron Fimrite,1,0.0
43465,Mike Murdock,1,0.0
54596,Schuller H.,1,0.0
54582,Schindle,1,0.0
52735,Ron Champion,1,0.0
61810,West End Games,1,9.0
43477,Mike Reiss,1,0.0
61811,West. Michelle,1,10.0
43476,Mike Prokosch,1,0.0
43475,Mike Powers,1,0.0
54602,Science 86,1,0.0
61812,Western Promotional Books,1,0.0
52734,Ron Castell,1,0.0
43474,Mike Phillips,1,5.0
43472,Mike Olshaker,1,0.0
43467,Mike Myers,1,9.0
54600,Schuyler Kaufman,1,8.0
43470,Mike Nettleton,1,7.0
52736,Ron Charles,1,0.0
61814,Westin,1,8.0
61815,Westminster,1,8.0
43469,Mike Naselli,1,0.0
61816,Westridge Young Writers Workshop,1,10.0
52739,Ron Cordes,1,9.0
61817,Weyer,1,0.0
61827,Whitey Schmidt,1,0.0
54581,Schim Schimmel,1,10.0
61857,"Wilcomb E., Ed. Washburn",1,0.0
52768,Ron Hudspeth,1,10.0
61845,Wil Huygen,1,0.0
52764,Ron Herbst And Sharon Tyler Herbst,1,10.0
43430,Mike Joyer,1,0.0
61849,Wilber Winkle,1,8.0
43428,Mike Jahn,1,0.0
43427,Mike Hulbert,1,5.0
43426,Mike Huckabee,1,0.0
43425,Mike Holbrook,1,0.0
52767,Ron Howell,1,0.0
43424,Mike Hoare,1,0.0
43433,Mike Lambert,1,0.0
43423,Mike Hippler,1,8.0
43422,Mike Higgins,1,0.0
61852,Wilbur M Rabinowitz,1,5.0
43421,Mike Hernacki,1,0.0
43420,Mike Gunderloy,1,10.0
52769,Ron Hutchcraft,1,0.0
61855,Wilbur Wright,1,0.0
43417,Mike Gordon,1,0.0
61856,Wilcomb E. Washburn,1,8.0
43432,Mike Krzyzewski,1,0.0
43434,Mike Lankford,1,10.0
54580,Schama Simon,1,10.0
52758,Ron Grover,1,0.0
43447,Mike Martell,1,0.0
43446,Mike Marinacci,1,8.0
61832,Whitney Faulkner,1,0.0
61836,Whitney Stine,1,7.0
61837,Whitney Strine,1,8.0
52755,Ron Gomez,1,0.0
61839,Wick Allison,1,0.0
54577,Scarlett Macdougal,1,0.0
43443,Mike Lukovich,1,0.0
61841,Wiebke Walther,1,0.0
52763,Ron Heagy,1,0.0
61842,Wiemann,1,0.0
43440,Mike Link,1,8.0
43439,Mike Lew,1,0.0
54576,Sayo Masuda,1,8.0
43437,Mike Leslie,1,0.0
54575,Sax Rohmer,1,8.0
61843,Wil Henry,1,0.0
61844,Wil Hoffman,1,0.0
43435,Mike Lech,1,0.0
52733,Ron Carswell,1,0.0
43479,Mike Ripley,1,0.0
52732,Ron Carlson,1,8.0
54623,Scott Barbour,1,9.0
61781,Wendy Williams,1,6.0
43525,Mikel Dunham,1,0.0
61783,Wendyâ?W Ghannam,1,0.0
43524,Mikel A. Rothenberg,1,10.0
52712,Roman Gary,1,0.0
61785,Werner Blaser,1,10.0
61786,Werner Herzog,1,10.0
61787,Werner K. Holger,1,7.0
43523,Mike Young,1,6.0
52713,Roman Kozak,1,0.0
54625,Scott Bender,1,0.0
52714,Roman Pelts,1,0.0
54621,Scott Badger,1,0.0
61790,Werner M. Busch,1,8.0
61791,Werner Sollors,1,0.0
52715,Roman Polanski,1,0.0
43517,Mike Wilks,1,10.0
52716,Roman Vishniac,1,0.0
43516,Mike Wickhan,1,0.0
61792,Werner Spies,1,0.0
54624,Scott Beale,1,10.0
54626,Scott Bilker,1,5.0
43480,Mike Roarke,1,8.0
52705,Roma Bishop,1,0.0
43543,Milam Mcgraw Propst,1,7.0
61773,Wendy W. Fairey,1,8.0
54635,Scott Cohen,1,10.0
43541,Miklowitz,1,0.0
54633,Scott Chandler,1,0.0
43540,Miklos Nyiszli,1,10.0
52701,Rolling Stone Magazine,1,0.0
54632,Scott Campbell,1,7.0
52704,Rom Harrã©,1,0.0
43535,Mikhail Sholokhov,1,0.0
52709,Roma N. Burke,1,0.0
52706,Roma Felible,1,0.0
61776,Wendy Watson,1,9.0
52707,Roma Greth,1,5.0
43533,Mikhail Iossel,1,0.0
54628,Scott Booth,1,0.0
61778,Wendy Webb,1,0.0
61779,Wendy Weir,1,0.0
54627,Scott Bischke,1,8.0
43528,Mikhail Aleksandrovich Sholokhov,1,0.0
43513,Mike Ward,1,0.0
61794,Wes Jackson,1,0.0
43512,Mike Walsh,1,7.0
43488,Mike Shanahan,1,7.0
52727,Ron Berry,1,0.0
61801,Wesley Cartier,1,7.0
43492,Mike Smith,1,0.0
54607,Scot Kamins,1,0.0
54606,Scot Hacker,1,0.0
61802,Wesley D. Camp,1,0.0
43491,Mike Sirota,1,0.0
52729,Ron Brackin,1,10.0
43489,Mike Shannon,1,0.0
52730,Ron Breitstein,1,5.0
52719,Romayne Marjolin,1,8.0
43487,Mike Scott,1,0.0
54605,Scot F. Proctor,1,0.0
43483,Mike Roy,1,0.0
54604,Scoppetton,1,6.0
52731,Ron Burke,1,0.0
61805,Wesley Haystead,1,0.0
61806,Wesley J. Smith,1,0.0
43481,Mike Rohan,1,5.0
61808,Wesley O. Hagood,1,4.0
54608,Scot Mcknight,1,0.0
61800,Wes Smith,1,0.0
43495,Mike Stensvold,1,0.0
43496,Mike Stone,1,0.0
54618,Scott Anderson,1,0.0
43511,Mike Wallace,1,0.0
54617,Scott Allie,1,0.0
43509,Mike W.  Lin,1,10.0
52722,Romulo A. Yanes,1,0.0
61795,Wes Muchmore,1,0.0
52723,Ron  Gilster,1,0.0
43507,Mike Venezia,1,0.0
43506,Mike Trout,1,0.0
43505,Mike Tronnes,1,7.0
43504,Mike Tougias,1,0.0
54612,Scott  Simon,1,10.0
43503,Mike Toth,1,0.0
61797,Wes Oleszewski,1,0.0
61798,Wes Porter,1,0.0
43500,Mike Thomas,1,4.0
54609,Scot Morris,1,7.0
43498,Mike Summey,1,0.0
61799,Wes Scoop Nisker,1,5.0
52771,Ron Klinger,1,0.0
43414,Mike Gee,1,3.0
61772,Wendy Swallow,1,9.0
61937,Willard Bascom,1,0.0
54540,Sasha Alyson,1,9.0
43324,Midge Decter,1,0.0
61934,Willard,1,0.0
43323,Middleton,1,0.0
43322,Miculka,1,0.0
61935,Willard  Gaylin,1,0.0
43321,Microsoft Press,1,7.0
43320,Microsoft Corporation Staff,1,9.0
61936,Willard A. Smarsnick,1,0.0
61940,Willard Gurdon Oxtoby,1,7.0
54542,Sasha Dorey,1,10.0
52819,Ron Tiner,1,8.0
52820,Ron Van Zee,1,9.0
61941,Willard M. Wallace,1,0.0
52821,Ron W. Marr,1,7.0
43317,Micrea Eliade,1,10.0
54538,Sarvepalli Radharkrishnan,1,0.0
43316,Micol Ostow,1,9.0
54536,Sarrah J. Glasscock,1,10.0
52823,Ron Willingham,1,0.0
43325,Midge Rasey,1,0.0
43326,Midhat Gazale,1,4.0
52824,Ron Wodaski,1,0.0
52812,Ron Schwarz,1,0.0
61904,Will Holt,1,0.0
43342,Miguel Delibes,1,0.0
43338,Miguel Conner,1,10.0
43337,Miguel Angel Cuarterolo,1,0.0
61911,Will Mcdonough,1,6.0
54548,Sasthi Brata,1,0.0
52810,Ron Rubin,1,8.0
54546,Sasha Magee,1,0.0
52811,Ron Sarti,1,0.0
61916,Will Roscoe,1,0.0
52817,Ron Strickland,1,0.0
61917,Will Ryan,1,0.0
52814,Ron Soukup,1,0.0
52815,Ron Stillman,1,0.0
61921,Will Smith,1,0.0
61923,Will Thomas,1,10.0
61924,Will Thompson,1,10.0
52816,Ron Stob,1,8.0
61926,Will Weng,1,0.0
54544,Sasha Gregory Lewis,1,7.0
61943,Willard Randall,1,0.0
61947,"Willard, M.D. Gaylin",1,4.0
52772,Ron Klug,1,0.0
61971,William A. Henkin,1,0.0
61963,William A. Cohen,1,5.0
43292,Mick Manning,1,0.0
52830,Rona Subotnik,1,7.0
52831,Ronald Aberdeen Anderson,1,0.0
61964,William A. Corsaro,1,6.0
61965,William A. Covino,1,5.0
61966,William A. Giovinazzo,1,0.0
52832,Ronald Alan Knott,1,0.0
61970,William A. Heffernan,1,8.0
43288,Mick Fleetwood,1,0.0
54521,Sarah Woodward,1,0.0
52834,Ronald Anthony Cross,1,5.0
43287,Mick Fedullo,1,7.0
61972,William A. Jr Gutsch,1,10.0
43285,Mick Cochrane,1,0.0
61974,William A. Mcgarey,1,10.0
52835,Ronald B. Adler,1,0.0
61975,William A. Mcintosh,1,0.0
43282,Michio Kushi,1,0.0
52836,Ronald B. Inden,1,0.0
43294,Mick Mcallister,1,9.0
43295,Mick Sinclair,1,7.0
54535,Sarra Manning,1,0.0
61956,William  Heffernan,1,0.0
54533,Sarita R. Rainey,1,0.0
43312,Mickey Z.,1,5.0
43311,Mickey Williams,1,0.0
61951,Willi Benz,1,10.0
43309,Mickey Rooney,1,0.0
61952,William  C. Fuller,1,0.0
52826,Rona Beame,1,0.0
61954,William  Frucht,1,0.0
61955,William  H. Thomas,1,4.0
54532,Sarich John,1,6.0
43296,Mick St. Michael,1,5.0
61958,William A Jenkins,1,0.0
54527,Sare Van Orsdell,1,4.0
61959,William A Katz,1,8.0
54524,Sarahbeth Purcell,1,10.0
61960,William A.  Covino,1,5.0
61961,William A. Barton,1,10.0
43298,Mick Stevens,1,0.0
61962,William A. Burt,1,0.0
43297,Mick St. Micheal,1,5.0
54551,Satoru Izumi,1,10.0
43345,Miguel Sanchez,1,0.0
44918,Neil Humphreys,1,0.0
54566,Saul Williams,1,7.0
54569,Savannah Stewart,1,0.0
43393,Mike Corbishley,1,0.0
61870,Wilga M. Rivers,1,5.0
61871,Wilhelm Busch,1,7.0
54568,Savannah Smythe,1,0.0
43392,Mike Connor,1,8.0
43391,Mike Collins,1,3.0
61873,Wilhelminia Ripple,1,7.0
43388,Mike Cina,1,10.0
61874,Wiliam Brohaugh,1,0.0
54570,Saveur Magazine,1,7.0
52789,Ron Naveen,1,0.0
52791,Ron O'Riley,1,10.0
52792,Ron Olson,1,0.0
43384,Mike Casey,1,5.0
43383,Mike Carr,1,0.0
61875,Wilkerson,1,0.0
52795,Ron Picarski,1,0.0
43382,Mike Carotta,1,10.0
61876,Wilkes,1,8.0
43394,Mike Couillard,1,0.0
61869,Wilga  Rivers,1,10.0
43347,Mihai Suba,1,7.0
52776,Ron L. Hubbard,1,0.0
43412,Mike Freeman,1,0.0
43411,Mike Fox,1,0.0
61859,Wiley & Sons Inc,1,0.0
43409,Mike Flynn,1,7.0
61860,Wiley Miller,1,0.0
52773,Ron Knapp,1,0.0
43407,Mike Feder,1,0.0
54574,Sawyers,1,5.0
52775,Ron L. Davis,1,0.0
61863,Wilfred John Funk,1,6.0
61868,Wilfried G. Lippmann,1,9.0
43403,Mike Dowdall,1,0.0
43402,Mike Douglas,1,7.0
43401,Mike Dooley,1,10.0
61864,Wilfred L. Guerin,1,10.0
61865,Wilfred L. Whitern,1,0.0
52782,Ron M. Phillips,1,9.0
54571,Saviour Pirotta,1,8.0
52783,Ron Marr,1,0.0
43396,Mike Cronin,1,0.0
54564,Saul S.,1,10.0
43380,Mike Campbell,1,10.0
61878,Will,1,0.0
43353,Mikael Niemi,1,0.0
61890,Will Croft Barnes,1,9.0
43359,Mike A. Males,1,4.0
54557,Saul Bloom,1,8.0
52803,Ron Renauld,1,0.0
43356,Mike  Gonzalez,1,10.0
43355,Mike  Aulby,1,3.0
61893,Will D. Campbell,1,10.0
54555,Satyavan,1,0.0
52805,Ron Rodecker,1,0.0
52806,Ron Rosenbaum,1,8.0
52796,Ron Popeil,1,0.0
61897,Will Fellows,1,0.0
43351,Mik Brown,1,9.0
52807,Ron Rotunno,1,8.0
54554,Saturday Evening Post Editors,1,0.0
54553,Sattareh Farman Farmaian,1,8.0
43350,Miho Obana,1,10.0
61899,Will Fowler,1,0.0
43349,Miho Obama,1,10.0
61900,Will Garret,1,0.0
43361,Mike Ahern,1,8.0
43362,Mike Albo,1,0.0
61889,Will Cook,1,0.0
61888,Will Cleveland,1,0.0
52797,Ron Potter-Efron,1,5.0
43379,Mike Callaghan,1,0.0
61881,Will B. Aarons,1,0.0
61882,Will Balliett,1,8.0
61883,Will Bradford,1,0.0
43377,Mike Brown,1,8.0
43376,Mike Brotherton,1,10.0
43375,Mike Brogan,1,0.0
43374,Mike Bonifer,1,0.0
43373,Mike Blakley,1,0.0
54562,Saul M Kassin,1,0.0
52798,Ron Powers,1,9.0
61886,Will Carroll,1,0.0
43369,Mike Baron,1,0.0
52800,Ron Ranson,1,10.0
54560,Saul K. Padover,1,0.0
54559,Saul Friedlander,1,0.0
43365,Mike Aquilina,1,10.0
43364,Mike Amundsen,1,0.0
43544,Milan Fust,1,0.0
61771,Wendy Stehling,1,10.0
43279,Michi Henning,1,0.0
61654,Webster Hubbell,1,8.0
61646,Wayne Wise,1,10.0
43719,Miranda Sawyer,1,0.0
52582,Roger K. Mosvick,1,0.0
61650,Webb,1,0.0
54706,Scott S. Smith,1,0.0
54704,Scott Rubin,1,10.0
54703,Scott Robert Alexander,1,0.0
43717,Miranda Lundy,1,3.0
43716,Miranda Leigh,1,0.0
61655,Webster Kuswa,1,0.0
61644,Wayne Weiten,1,0.0
54702,Scott Ritter,1,8.0
43713,Miranda J. Aldhouse-Green,1,10.0
61658,Websters New World,1,10.0
43712,Miranda Innes,1,0.0
52586,Roger Kimball,1,4.0
61659,Wegner,1,0.0
61661,Wei Wang,1,8.0
52587,Roger King,1,0.0
43710,Miranda Carter,1,9.0
43721,Mireille Farjon,1,0.0
52580,Roger K. Freeman,1,0.0
43707,Mirabel Cecil,1,0.0
61638,Wayne Teasdale,1,0.0
43734,Miriam Linna,1,10.0
61633,Wayne Simpson,1,10.0
54710,Scott Shaw,1,5.0
61634,Wayne Simsic,1,10.0
61635,Wayne Smith,1,0.0
43733,Miriam Kuperhand,1,0.0
61636,Wayne Stayskal,1,1.0
52571,Roger Hunt,1,10.0
61637,Wayne Stewart,1,0.0
43730,Miriam Gourley,1,8.0
52579,Roger John Tayler,1,0.0
54709,Scott Schinder,1,5.0
52573,Roger J. Lincoln,1,0.0
61639,Wayne W Dyer,1,0.0
43727,Miriam Decosta-Willis,1,0.0
54708,Scott Sanders,1,10.0
52576,Roger J. Woolger,1,0.0
52577,Roger Jennings,1,3.0
43725,Miriam Chaikin,1,10.0
61642,Wayne Watson,1,6.0
61665,Weigle,1,0.0
61666,Wein,1,0.0
61692,Wendy Barker,1,0.0
61687,Wendy  Kolmar,1,0.0
61683,Wendell Odom,1,0.0
43689,Minette Marrin,1,0.0
61684,Wendell Perry,1,0.0
43688,Minerva T. Bloom,1,10.0
43687,Mineko Ohkami,1,0.0
52599,Roger Lincoln Shinn,1,0.0
43685,Mine Okubo,1,0.0
43684,Mindy Warshaw Skolsky,1,0.0
43683,Mindy Toomay,1,0.0
52600,Roger Love,1,7.0
61681,Wendell Glick,1,10.0
61690,Wendy B Murphy,1,0.0
52603,Roger M. Schwarz,1,8.0
43678,Mindy Martin,1,0.0
43677,Mindy Lewis,1,0.0
61691,Wendy Baker,1,0.0
52605,Roger Martin Du Gard,1,10.0
52607,Roger Mcgough,1,0.0
54696,Scott Omelianuk,1,9.0
43674,Mindy B. Loiselle,1,10.0
61682,Wendell J. Davis Sr.,1,0.0
61680,Wendell Garrett,1,0.0
61667,Weiner,1,0.0
43699,Minnie Hickman,1,0.0
61669,Welleran Poltarnees,1,10.0
52588,Roger Kirschbaum,1,0.0
52589,Roger L. Disilvestro,1,9.0
61670,Wellness Letter Berkeley,1,0.0
52590,Roger L. Green,1,0.0
43702,Mir Tamim Ansary,1,0.0
43701,Miquela Rivera,1,10.0
52591,Roger L. Johnson,1,0.0
43700,Minnie Pearl,1,0.0
61672,Wells Earl Draughon,1,6.0
61677,Wende Devlin,1,0.0
54700,Scott R. Lucado,1,7.0
43698,Minnie Bruce Pratt,1,0.0
43696,Minnesota Historical Society,1,9.0
52595,Roger Lee Scott,1,10.0
54699,Scott R. Garrigus,1,0.0
43695,Minne,1,0.0
61673,Wells Root,1,0.0
43694,Ministries Staff Word,1,0.0
52598,Roger Lewis,1,0.0
43735,Miriam Lynch,1,0.0
61631,"Wayne R., Bartz",1,0.0
52569,Roger Holmes,1,10.0
52543,Roger Englander,1,9.0
61610,Wayne G. Hammond,1,8.0
52539,Roger E. Moore,1,0.0
54733,Scott Woodgate,1,9.0
43783,Mitchell Benjoya,1,0.0
54732,Scott Witt,1,0.0
54731,Scott Wilson,1,8.0
52541,Roger Ellis,1,6.0
43781,Mitchell  Pacelle,1,6.0
43779,Mitch Roberson,1,0.0
54729,Scott Wheeler,1,8.0
61609,Wayne Fields,1,0.0
61612,Wayne Goddard,1,0.0
43777,Mitch Miller,1,0.0
52544,Roger F Campbell,1,0.0
52545,Roger Few,1,0.0
43776,Mitch Henson,1,0.0
52546,Roger Finke,1,9.0
61614,Wayne Harley Brachman,1,10.0
61615,Wayne Harris,1,0.0
61616,Wayne Harry Davis,1,8.0
54734,Scott Worley,1,0.0
54735,Scott Young,1,7.0
43738,Miriam Morton,1,7.0
61607,Wayne Dyer,1,0.0
43800,Mitsuaki Iwago,1,5.0
52523,Roger C Parker,1,0.0
52524,Roger C. Dunham,1,9.0
52525,Roger C. Palms,1,0.0
43799,Mitford,1,0.0
43798,Mitchell Waldman,1,6.0
52527,Roger C. Schank,1,0.0
43796,Mitchell Stephens,1,5.0
52528,Roger Campbell,1,0.0
61608,Wayne F. Nielsen,1,8.0
43785,Mitchell Fink,1,0.0
43794,Mitchell Silver,1,8.0
52530,Roger Cohen,1,9.0
52531,Roger Conant,1,0.0
43790,Mitchell Maglio,1,0.0
52532,Roger Corman,1,0.0
52533,Roger D. Masters,1,0.0
52534,Roger Daniels,1,8.0
43788,Mitchell Kriegman,1,8.0
43786,Mitchell Goodman,1,0.0
52549,Roger Fulton,1,8.0
61617,Wayne J. Gardiner,1,0.0
54722,Scott W. Alexander,1,8.0
43746,Miriam Sokol,1,0.0
54718,Scott Thompson,1,0.0
43753,"Miriam, Md Stoppard",1,10.0
52560,Roger Gryson,1,0.0
61625,Wayne Kritsberg,1,8.0
54717,Scott Steedman,1,0.0
43750,Miriam Van Scott,1,0.0
43749,Miriam Tlail,1,0.0
43748,Miriam Therese Winter,1,0.0
61626,Wayne Lynch,1,10.0
52561,Roger H. Bruning,1,0.0
43770,Misty Taggart,1,0.0
61628,Wayne P. Messmer,1,1.0
61629,Wayne R. Coffey,1,0.0
52563,Roger Hart,1,10.0
52564,Roger Hayen,1,10.0
43741,Miriam Norton,1,8.0
52566,Roger Hedgecock,1,10.0
61630,Wayne R. Petersen,1,10.0
43740,Miriam Nelson,1,10.0
43739,Miriam Moss,1,5.0
52558,Roger Green Lancelyn,1,0.0
43755,Mirjam Pressler,1,0.0
61624,Wayne Koestenbaum,1,0.0
61623,Wayne Jr. Breaux,1,8.0
52550,Roger G. Kennedy,1,8.0
54719,Scott Thorson,1,7.0
52551,Roger G. Newton,1,0.0
61619,Wayne Jackson,1,0.0
61620,Wayne Jancik,1,0.0
43767,Missy Allen,1,8.0
43766,Mission Control,1,0.0
52552,Roger Garside,1,0.0
61621,Wayne Johnson,1,0.0
43764,Mishima,1,0.0
43763,Misha'Al Ibn Abdullah,1,7.0
52554,Roger Gibson,1,7.0
52555,Roger Gilbert,1,0.0
52556,Roger Goldman,1,0.0
43761,Misao Inagaki,1,8.0
43760,Miryam Yardumian,1,0.0
43759,Miryam Ehrlich Williamson,1,0.0
43758,Miryam,1,0.0
43756,Mirly Starke,1,0.0
43673,Mina S Coletti,1,5.0
54695,Scott Oaks,1,0.0
43547,Milan Stitt,1,8.0
52675,"Roland Herbert, Bainton",1,0.0
52673,Roland Greene,1,8.0
43600,Millia Davenport,1,10.0
54654,Scott Freeman,1,4.0
43599,Milli Thornton,1,10.0
61746,Wendy O'Flaherty,1,0.0
43598,Milli Nickell,1,0.0
43596,Miller Sue,1,0.0
43593,Millen Brand,1,0.0
43592,Millard N. Macadam,1,0.0
61749,Wendy Orr,1,0.0
61744,Wendy Nan Rees,1,0.0
43590,Millard Burr,1,0.0
43589,Miletsky Miletsky,1,0.0
54651,Scott Flander,1,9.0
54650,Scott Faragher,1,0.0
43587,Miles O'Neal,1,0.0
52678,Roland Lazenby,1,0.0
43585,Miles Mcpherson,1,0.0
54649,Scott F. Gilbert,1,9.0
52679,Roland Lewis,1,0.0
54655,Scott Gibbons,1,0.0
61743,Wendy Nam Rees,1,6.0
52681,Roland Oliver,1,0.0
61737,Wendy Mass,1,0.0
52665,Roland C Clement,1,0.0
54657,Scott Gustafson,1,0.0
43619,Milne A. A.,1,0.0
43618,Milly S. Barranger,1,7.0
43617,Milly Howard,1,0.0
43616,Mills Lane,1,8.0
43614,Millie Snyder,1,0.0
43613,Millie Phillips,1,0.0
43612,Millie Murray,1,0.0
52666,Roland Cheek,1,7.0
61742,Wendy Mulford,1,8.0
52668,Roland Davis,1,8.0
61738,Wendy Mcelroy,1,7.0
43610,Millie Martini Bratten,1,10.0
43609,Millie Mackiney,1,0.0
43608,Millie J Ragosta,1,0.0
43607,Millie Hines,1,0.0
61739,Wendy Mogel,1,8.0
61740,Wendy Moore,1,0.0
52671,Roland Gary Jones,1,0.0
43583,Miles Hoffman,1,10.0
43582,Miles Hewstone,1,0.0
52609,Roger Melen,1,0.0
54639,Scott Delo,1,0.0
52687,Rolf E. Aaseng,1,8.0
54641,Scott Donaldson,1,8.0
52689,Rolf Fjelde,1,0.0
61765,Wendy Satin Rapaport,1,8.0
43560,Mildred Hope Witkin,1,0.0
43559,Mildred Harris,1,9.0
61766,Wendy Saul,1,8.0
52690,Rolf Gates,1,0.0
43555,Mildred Cooper,1,0.0
61768,Wendy Shanker,1,7.0
43563,Mildred Krentel,1,0.0
43552,Mildred Broxon,1,0.0
52693,Rolf Potts,1,0.0
43550,Mildred A. Martin,1,5.0
52694,Rolf Sinerker,1,0.0
43549,Milbourne Christopher,1,0.0
52695,Rolf Zettersten,1,0.0
52696,Rolfe Carawan,1,0.0
52697,Rolland E Kidder,1,10.0
52698,Rolland E. Kidder,1,0.0
52686,Roland Warren,1,8.0
61764,Wendy Samuels,1,0.0
54648,Scott Ely,1,0.0
54647,Scott Elliott,1,0.0
61752,Wendy Peck,1,9.0
43580,Miles Davis,1,8.0
61753,Wendy Perriam,1,5.0
43578,"Mildred, Newman",1,0.0
43577,Mildred Ying,1,5.0
61754,Wendy Perrin,1,7.0
43574,Mildred Teal,1,0.0
52683,Roland Peterson,1,0.0
61757,Wendy Prentice,1,0.0
43572,Mildred S. Longo,1,9.0
61763,"Wendy S., Dr. Masi",1,9.0
52684,Roland Roycraft,1,8.0
61758,Wendy Reid Crisp,1,8.0
43569,Mildred Phillips,1,10.0
43568,Mildred P. Walter,1,0.0
