,Decade-Of-Publication,Book-Rating
359656,1990,8
359657,1990,9
359660,1990,10
359668,1990,10
359672,1990,10
359673,1990,7
359675,1990,9
359680,1990,7
359685,2000,8
359690,1990,6
359691,1990,6
359695,1990,6
359698,1990,6
359700,1990,6
359703,1990,10
359706,1980,6
359708,1980,8
359711,1980,8
359716,1990,6
359717,1990,7
359720,1990,8
359724,1990,10
359725,1990,9
359726,1990,8
359734,1980,9
359737,1980,9
359742,1980,8
359743,1980,7
359754,2000,10
359756,2000,9
359758,2000,7
359760,2000,6
359770,1990,8
359776,1990,7
359777,2000,5
359779,2000,5
359784,2000,7
359787,1990,10
359789,1990,8
359791,2000,7
359792,2000,9
359795,1990,5
359797,2000,4
359803,2000,4
359804,2000,6
359806,2000,8
359816,2000,10
359826,1990,7
359830,1990,8
359831,1990,6
359832,1990,6
359833,1990,9
359841,1990,5
359843,1990,6
359861,1990,8
359863,1990,8
359866,1990,6
359868,1990,8
359882,2000,10
359883,2000,10
359885,1990,9
359887,1990,8
359889,1990,9
359890,1990,8
359891,1990,5
359893,1990,9
359894,1990,9
359902,1990,7
359904,1990,9
359908,1990,1
359914,2000,8
359917,2000,8
359920,2000,4
359921,2000,10
359925,2000,8
359936,1990,8
359946,1990,10
359950,1990,7
359951,1990,10
359955,1990,7
359959,1990,5
359966,1990,10
359968,1990,5
359969,1990,9
359979,2000,7
359982,1990,6
359994,2000,4
359996,2000,8
359997,2000,10
359999,2000,5
360011,2000,5
360012,2000,10
360015,2000,8
360016,2000,9
360020,2000,9
360022,2000,6
360030,2000,10
360032,1980,8
360034,1980,8
360036,1980,8
360041,1990,8
360043,1990,10
360044,1990,8
360045,1990,2
360047,1990,8
360048,1990,8
360051,1990,8
360052,1990,7
360053,1990,8
360054,1990,8
360055,1990,7
360056,1990,8
360058,1990,2
360060,1990,10
360061,1990,10
360062,1990,10
360065,1990,8
360078,1990,7
360081,1990,6
360084,1990,7
360088,2000,5
360089,2000,9
360090,2000,8
360093,2000,6
360095,2000,9
360103,2000,8
360106,2000,8
360108,2000,7
360111,2000,7
360112,2000,7
360124,2000,5
360127,1990,10
360131,1980,7
360140,2000,8
360141,2000,8
360149,2000,10
360152,2000,6
360156,2000,5
360157,2000,6
360161,2000,6
360162,2000,9
360163,2000,5
360170,2000,7
360180,2000,8
360185,2000,6
360195,2000,8
360196,2000,5
360197,2000,8
360205,2000,9
360206,1990,6
360214,1990,10
360215,1990,5
360232,1980,8
360233,2000,9
360237,1990,5
360240,1990,9
360244,1990,9
360247,1990,6
360248,1990,6
360250,1990,9
360256,1990,9
360258,1990,9
360259,1990,5
360264,1990,5
360275,1990,7
360280,1990,10
360281,1990,7
360293,1990,8
360294,2000,8
360299,2000,7
360309,2000,6
360310,2000,8
360312,2000,6
360315,2000,3
360318,2000,7
360321,1990,8
360322,1990,4
360324,1990,7
360329,1990,10
360334,1990,9
360340,1990,8
360341,1990,7
360342,1990,8
360344,1990,10
360346,1990,5
360352,1990,8
360355,1990,10
360360,1990,8
360361,1990,6
360363,1990,8
360372,1990,8
360373,1990,6
360375,1990,7
360378,1990,10
360380,1990,9
360384,1990,8
360385,1990,7
360389,1990,6
360390,1990,10
360393,1990,10
360396,1990,8
360401,1990,9
360403,1990,7
360406,1990,8
360432,1990,8
360434,1990,7
360435,1990,10
360437,1990,10
360438,1990,8
360440,1990,10
360441,2000,10
360442,1990,10
360445,1990,10
360446,1990,10
360447,1990,10
360448,1980,10
360449,1980,10
360450,1990,10
360451,1990,10
360456,2000,10
360457,1990,10
360460,1990,10
360476,2000,8
360477,2000,6
360481,2000,8
360482,2000,8
360488,2000,5
360491,2000,7
360492,2000,6
360493,2000,10
360497,2000,7
360501,2000,5
360506,2000,8
360509,1950,10
360510,1950,8
360512,1950,10
360514,1950,9
360516,1950,10
360520,1950,10
360521,1980,10
360522,1990,10
360523,1990,10
360524,1990,10
360540,1980,10
360546,1980,9
360554,2000,10
360563,1980,9
360567,1990,10
360568,1990,10
360575,1990,10
360577,1990,10
360578,1990,10
360580,1990,7
360584,1990,6
360602,1990,10
360609,1990,5
360610,1990,5
360611,1990,5
360613,1990,8
360623,1990,9
360631,1990,10
360645,1990,7
360651,1990,9
360656,1990,8
360659,1990,7
360670,1990,10
360671,1980,10
360672,2000,10
360673,2000,7
360677,2000,8
360678,2000,5
360683,2000,8
360684,2000,7
360685,2000,8
360687,2000,10
360688,2000,7
360690,2000,5
360692,2000,8
360693,2000,8
360695,2000,9
360696,2000,10
360697,2000,6
360701,2000,7
360703,2000,10
360706,2000,9
360707,2000,1
360709,2000,9
360714,2000,10
360723,1990,8
360726,2000,10
360727,2000,9
360728,2000,10
360731,2000,9
360732,2000,8
360733,2000,9
360735,2000,10
360736,2000,9
360737,2000,10
360740,2000,9
360742,1980,10
360744,1990,10
360746,1990,10
360747,1990,7
360748,1990,10
360751,1990,8
360753,1990,8
360754,1990,10
360755,2000,7
360759,2000,7
360761,2000,9
360763,2000,9
360766,1980,10
360781,2000,8
360783,2000,10
360784,2000,6
360787,1990,10
360788,1990,10
360795,2000,8
360797,2000,8
360800,2000,8
360802,2000,8
360804,2000,7
360808,2000,8
360813,2000,8
360815,1990,10
360816,2000,10
360817,2000,5
360820,2000,10
360821,2000,7
360828,2000,10
360834,2000,10
360841,1990,10
360846,2000,10
360860,1980,8
360861,1990,10
360863,1990,5
360869,1990,9
360871,1990,5
360879,2000,7
360882,2000,8
360884,1990,7
360888,1990,10
360889,1990,6
360892,1990,5
360893,1990,7
360898,1990,8
360899,1990,10
360901,1990,7
360902,1990,10
360910,1990,8
360911,1990,8
360913,1990,8
360915,1990,9
360917,1990,8
360921,2000,5
360925,2000,8
360926,2000,10
360928,2000,9
360931,2000,9
360935,2000,9
360938,2000,6
360940,2000,7
360946,2000,8
360948,1980,7
360950,1990,9
360959,1990,8
360965,1980,10
360970,2000,10
360971,2000,6
360973,2000,7
360980,2000,8
360981,2000,5
360984,2000,8
360987,2000,5
360989,2000,5
360990,2000,7
360995,2000,8
360997,2000,10
360998,2000,9
361005,2000,7
361008,1970,8
361016,2000,8
361021,2000,8
361023,2000,8
361027,2000,5
361029,2000,7
361043,2000,8
361044,1990,6
361053,1990,6
361059,1990,8
361062,1990,5
361066,1980,5
361068,1980,10
361072,1990,10
361073,1990,5
361081,2000,9
361085,2000,7
361089,2000,9
361107,2000,3
361110,2000,9
361114,2000,10
361120,2000,9
361123,2000,9
361133,1990,10
361135,1990,10
361136,1990,5
361138,1990,9
361140,1990,4
361143,2000,6
361149,2000,10
361150,2000,8
361161,1980,5
361163,1990,9
361168,2000,8
361196,1990,7
361202,2000,9
361205,2000,9
361206,2000,5
361209,2000,7
361218,2000,6
361221,2000,10
361226,2000,8
361229,2000,10
361232,2000,10
361234,2000,8
361236,2000,8
361246,1990,8
361253,1990,10
361254,1990,10
361260,1990,7
361264,2000,5
361266,2000,9
361268,2000,8
361278,2000,7
361284,1990,8
361285,2000,8
361289,2000,8
361290,2000,7
361291,2000,9
361300,1990,8
361301,1990,5
361318,1990,5
361329,1990,9
361333,1990,8
361336,1990,8
361339,1990,5
361341,1990,5
361344,1990,9
361349,1990,8
361352,1990,5
361357,1990,10
361367,1990,7
361393,1990,8
361394,1990,8
361411,1990,5
361415,2000,6
361416,2000,6
361419,2000,9
361421,2000,7
361425,2000,9
361432,2000,9
361434,2000,6
361438,2000,6
361442,2000,8
361449,2000,9
361450,2000,8
361453,2000,5
361459,2000,7
361462,2000,8
361466,2000,9
361475,2000,5
361477,2000,10
361483,2000,9
361485,2000,8
361498,2000,5
361501,2000,6
361504,2000,8
361507,2000,7
361510,1980,6
361512,1990,10
361514,1990,8
361515,1990,10
361516,1990,8
361524,2000,8
361535,2000,9
361541,2000,10
361556,1990,7
361558,1990,7
361559,1990,8
361561,1990,8
361566,1990,7
361569,1990,4
361574,1990,9
361579,1990,2
361591,1990,6
361593,1990,7
361608,2000,10
361611,1980,5
361612,1980,8
361620,1990,5
361632,1990,9
361635,1990,5
361645,1990,8
361658,1990,7
361667,1990,8
361680,1990,7
361692,1990,10
361698,1990,9
361702,2000,7
361709,1990,3
361718,2000,5
361719,2000,7
361720,2000,9
361721,2000,8
361732,1990,8
361737,1990,8
361742,1990,9
361747,1990,8
361751,1990,10
361753,1990,9
361755,1990,9
361756,1990,6
361761,1980,10
361773,1990,5
361783,1990,10
361794,1990,9
361799,1990,8
361814,1990,8
361816,1980,7
361818,1990,9
361819,1990,7
361826,1990,5
361841,1990,6
361842,2000,10
361843,2000,9
361844,1990,6
361845,1990,10
361850,2000,10
361852,2000,7
361857,2000,7
361860,2000,7
361861,2000,9
361864,2000,8
361865,2000,6
361869,2000,4
361879,2000,9
361882,2000,8
361886,2000,8
361897,2000,7
361899,2000,10
361907,2000,10
361910,2000,7
361911,2000,5
361912,2000,8
361913,2000,8
361917,2000,9
361919,2000,10
361923,2000,8
361927,2000,10
361934,2000,10
361943,2000,6
361948,2000,8
361958,1990,10
361961,1990,9
361966,1990,9
361975,1990,5
361976,1990,10
361982,2000,6
361991,2000,3
361992,2000,8
361995,2000,4
362008,1990,8
362017,1990,10
362018,1990,5
362021,2000,5
362022,2000,8
362023,2000,5
362026,1990,10
362027,1990,6
362028,1990,10
362035,2000,9
362038,2000,10
362048,1990,8
362052,1990,8
362060,1980,8
362065,2000,10
362067,2000,7
362071,1980,7
362076,1980,9
362094,1980,8
362108,1990,8
362109,1990,9
362117,1990,6
362123,2000,5
362130,2000,8
362137,2000,7
362149,2000,7
362152,2000,6
362154,2000,7
362155,2000,10
362157,2000,8
362159,1990,6
362161,1990,6
362162,1990,10
362165,1980,4
362168,1990,6
362174,1990,8
362176,1990,7
362178,1990,8
362179,1990,9
362181,1990,9
362182,1990,8
362184,1990,8
362188,2000,7
362191,2000,4
362192,1990,7
362194,1990,1
362196,1990,6
362201,1990,8
362210,2000,9
362213,2000,10
362217,2000,8
362222,2000,9
362223,2000,9
362224,2000,10
362231,2000,7
362232,2000,10
362233,2000,9
362234,2000,10
362235,2000,9
362238,2000,8
362246,2000,4
362259,2000,9
362261,2000,6
362267,2000,10
362268,2000,8
362269,2000,4
362270,2000,5
362282,1990,8
362295,2000,8
362296,2000,9
362298,2000,7
362303,2000,8
362304,2000,7
362305,1990,8
362310,1990,8
362312,1990,8
362313,1990,6
362316,1990,7
362319,1990,3
362320,1970,8
362325,1980,8
362326,1980,9
362328,1980,10
362330,1990,8
362332,1990,7
362334,1990,10
362339,1990,10
362340,1990,10
362341,1990,10
362343,1990,9
362351,1990,9
362352,1990,10
362354,1990,8
362356,1990,2
362357,1990,10
362358,1990,7
362362,1990,8
362363,2000,4
362365,2000,7
362367,2000,9
362373,2000,10
362380,2000,6
362382,2000,9
362385,2000,7
362386,2000,9
362389,2000,9
362392,2000,10
362397,2000,9
362402,2000,9
362404,2000,8
362410,2000,7
362411,2000,9
362412,2000,8
362413,2000,9
362414,2000,10
362416,2000,8
362417,2000,7
362418,2000,8
362419,2000,8
362420,1990,8
362426,2000,6
362427,2000,8
362430,2000,8
362431,2000,8
362432,2000,9
362433,2000,9
362435,1990,6
362439,1990,5
362442,1990,10
362451,1980,8
362455,1970,10
362456,1970,10
362460,1980,8
362461,1980,10
362465,1980,5
362477,2000,5
362500,1990,5
362506,1990,10
362508,1990,6
362511,1990,8
362513,1990,9
362515,1990,9
362517,1990,6
362527,1990,9
362549,1990,5
362550,1990,5
362556,1990,7
362562,1990,7
362566,1990,7
362581,1990,7
362587,1990,7
362593,1990,9
362604,2000,8
362606,1990,8
362609,1990,9
362611,1990,8
362615,1990,9
362622,1990,10
362623,1990,10
362626,1990,5
362637,1990,9
362638,1990,10
362646,1990,5
362648,2000,9
362650,2000,9
362652,2000,9
362653,2000,10
362654,2000,5
362655,2000,5
362656,2000,10
362664,2000,10
362667,2000,10
362671,2000,6
362672,2000,8
362673,2000,5
362674,2000,10
362675,1990,9
362677,1980,6
362678,1980,10
362681,2000,8
362683,2000,10
362684,2000,10
362685,2000,5
362687,2000,5
362690,2000,10
362693,2000,10
362695,2000,10
362700,2000,10
362703,1990,10
362708,1990,7
362709,1990,7
362714,1990,10
362717,1990,9
362722,1990,10
362723,1990,6
362728,1990,8
362730,1990,10
362738,1990,8
362743,1990,10
362747,1990,7
362749,1990,9
362754,2000,10
362758,2000,10
362761,2000,8
362771,1990,6
362776,1990,8
362780,1990,10
362782,1990,8
362786,1990,2
362793,1990,9
362801,2000,5
362802,1990,7
362811,2000,9
362812,2000,8
362818,2000,8
362822,2000,5
362826,1990,7
362832,2000,5
362836,2000,7
362838,2000,6
362843,2000,6
362844,2000,5
362846,2000,5
362860,2000,7
362874,1980,6
362876,1980,10
362877,1980,9
362885,2000,8
362888,1990,9
362890,1990,8
362893,1990,8
362895,1990,7
362896,1990,5
362898,1990,5
362905,1990,7
362925,1980,8
362935,2000,9
362939,1990,7
362947,1990,4
362961,1990,7
362962,1990,6
362967,1990,8
362971,1990,8
362972,1990,5
362974,1990,4
362977,2000,10
362978,2000,8
362981,2000,7
362982,2000,9
362990,2000,9
362991,2000,10
362993,2000,7
362996,2000,8
363001,2000,6
363014,2000,10
363020,1990,5
363021,1990,6
363022,2000,6
363023,2000,7
363025,2000,5
363026,2000,7
363027,2000,8
363043,2000,10
363047,1990,5
363052,1990,5
363061,2000,5
363062,2000,10
363063,2000,8
363068,1990,8
363072,1990,9
363078,1990,9
363086,1980,9
363090,1990,6
363093,2000,7
363094,2000,7
363096,1990,5
363097,1990,7
363102,1990,2
363107,1990,3
363121,2000,6
363122,2000,5
363123,2000,7
363126,2000,8
363127,2000,10
363129,2000,8
363137,2000,6
363138,2000,7
363143,2000,7
363146,2000,5
363160,1990,9
363161,1990,8
363167,1990,8
363172,1990,7
363186,2000,7
363187,2000,4
363192,2000,9
363197,2000,10
363198,2000,8
363200,2000,6
363206,1990,7
363211,1990,8
363213,2000,8
363215,2000,6
363223,1970,7
363241,1980,8
363250,1980,9
363252,1950,9
363256,2000,9
363257,2000,10
363261,2000,8
363262,2000,6
363263,2000,7
363272,1950,9
363273,1950,10
363276,1980,7
363286,1990,10
363311,1990,5
363315,1990,10
363317,1990,10
363318,1990,10
363319,1990,10
363321,2000,9
363335,1990,8
363337,1990,8
363347,1990,7
363348,1990,8
363352,1990,8
363354,2000,5
363359,2000,5
363364,1980,5
363368,1980,5
363369,1980,7
363370,2000,5
363373,2000,5
363375,2000,8
363379,2000,7
363386,2000,8
363392,2000,8
363393,2000,6
363399,2000,8
363401,2000,8
363406,2000,10
363415,2000,6
363419,1990,5
363424,1990,8
363426,1980,8
363429,1980,8
363431,1980,10
363434,1980,8
363445,1980,5
363448,1980,8
363449,1980,10
363456,1980,10
363463,1980,8
363464,1980,9
363465,1980,5
363467,1980,10
363480,1960,7
363481,1960,6
363482,1960,5
363488,1960,8
363492,2000,10
363499,1990,7
363500,1990,9
363501,2000,7
363502,2000,9
363505,1990,5
363508,1990,10
363511,1990,5
363515,2000,5
363516,1990,5
363519,1990,9
363520,2000,8
363526,2000,9
363532,2000,9
363534,2000,9
363536,2000,4
363538,2000,8
363539,2000,10
363540,2000,8
363543,1990,8
363544,1990,9
363548,1990,8
363553,1990,10
363557,1980,6
363558,1970,5
363559,1980,5
363560,1980,8
363561,1990,5
363562,1990,5
363563,1990,5
363564,1990,6
363565,1960,5
363567,1990,8
363568,1990,8
363569,1990,10
363570,1980,5
363571,1990,9
363572,1990,5
363573,1980,9
363574,1990,5
363575,1990,5
363576,1990,5
363577,1990,5
363578,1990,8
363579,1990,5
363580,1990,7
363581,1990,5
363582,1980,5
363585,1990,9
363591,2000,7
363592,2000,6
363594,2000,10
363596,2000,6
363601,1990,7
363602,1990,4
363603,1990,8
363604,1990,10
363607,1990,3
363608,1990,7
363613,1990,3
363626,1990,8
363628,1990,6
363629,1990,6
363634,2000,6
363638,2000,9
363641,2000,5
363642,2000,9
363646,2000,5
363653,1980,8
363669,1980,4
363671,1980,10
363681,1990,8
363684,1990,7
363709,1990,5
363711,1990,8
363712,1990,7
363713,1990,9
363726,1990,9
363736,1990,8
363737,1990,5
363744,1990,7
363752,1990,7
363759,1990,8
363760,1990,6
363767,1990,8
363770,1990,7
363777,1990,9
363778,1980,8
363781,1980,8
363787,1980,8
363792,1980,7
363794,1990,10
363799,1990,5
363806,1990,10
363813,1980,8
363814,1980,4
363816,1990,10
363821,2000,8
363828,2000,10
363829,2000,7
363842,2000,7
363846,2000,10
363889,1990,7
363891,1990,3
363892,1990,9
363898,2000,10
363904,2000,7
363911,2000,9
363918,1990,8
363932,1990,6
363935,1980,7
363939,2000,10
363940,2000,9
363942,2000,6
363943,2000,8
363945,2000,10
363948,2000,5
363949,1990,8
363952,1990,6
363954,2000,8
363959,2000,5
363967,2000,6
363970,2000,8
363977,2000,10
363980,2000,7
363981,2000,5
363982,2000,3
363983,1990,7
363985,1990,10
363989,2000,5
363990,2000,9
363991,2000,8
363993,2000,7
363999,2000,5
364008,2000,10
364016,2000,8
364018,2000,5
364020,2000,7
364023,2000,6
364030,1990,7
364032,1990,9
364036,1990,10
364037,1990,7
364039,1990,7
364041,1990,7
364047,2000,6
364048,2000,7
364050,2000,10
364056,1990,10
364060,1990,8
364062,1990,8
364066,1990,7
364071,1990,7
364073,1990,9
364076,1990,9
364082,1990,9
364084,1990,10
364089,1990,8
364093,1990,8
364095,1990,8
364096,1990,10
364100,1990,7
364103,1990,9
364110,1980,5
364111,1990,8
364112,1990,6
364117,2000,10
364118,2000,10
364120,2000,10
364140,1990,9
364144,1990,7
364148,1990,8
364153,1990,8
364156,2000,7
364157,2000,5
364158,2000,9
364160,2000,8
364161,2000,5
364164,1960,8
364181,2000,9
364184,2000,10
364185,2000,9
364191,2000,9
364192,2000,7
364197,1990,8
364198,1990,9
364204,1990,9
364205,1990,9
364209,1990,10
364215,1990,7
364218,1990,9
364220,1990,8
364223,1990,10
364224,1990,7
364225,1990,8
364226,1990,7
364233,1990,10
364235,1990,10
364240,1990,3
364241,1990,8
364247,1990,9
364248,1990,10
364253,1990,8
364254,1980,7
364259,1990,8
364260,1960,9
364262,1960,10
364263,1960,7
364265,1990,8
364266,1990,9
364267,1990,7
364275,1990,8
364276,1990,10
364280,1980,9
364282,1980,8
364287,1980,7
364292,1980,5
364301,1990,8
364302,1990,8
364307,2000,7
364309,2000,10
364315,1970,7
364318,1970,9
364321,1990,10
364322,1990,7
364329,1990,8
364330,2000,8
364346,1990,9
364356,1990,8
364371,1990,8
364375,1990,7
364376,1990,7
364380,1990,8
364381,1990,7
364395,1990,7
364399,1980,8
364400,1980,8
364404,1980,9
364405,1980,8
364417,2000,8
364427,1990,9
364431,1990,9
364434,2000,8
364435,2000,9
364436,2000,2
364439,1980,8
364443,1980,8
364448,1990,7
364452,1990,8
364455,1980,7
364459,1990,7
364460,1960,9
364462,2000,9
364506,1980,9
364507,1980,8
364510,1980,9
364513,1980,9
364516,1980,9
364517,1980,7
364518,1980,9
364519,1980,10
364522,1980,7
364523,1980,9
364525,1980,9
364534,1980,7
364535,1980,10
364538,1980,8
364539,1980,7
364546,1980,5
364558,1980,7
364583,1990,8
364612,1990,8
364630,2000,8
364636,1980,8
364639,1980,8
364650,1980,9
364656,1980,10
364659,1980,8
364661,1990,8
364664,1990,8
364665,1990,10
364666,1990,7
364667,1990,10
364669,1990,8
364670,1990,10
364671,1990,10
364673,1990,8
364682,1990,10
364693,2000,8
364694,2000,7
364695,2000,10
364697,2000,9
364698,1990,8
364699,2000,8
364701,2000,5
364703,2000,8
364705,2000,7
364708,1990,9
364715,1980,7
364718,2000,6
364723,2000,6
364725,2000,8
364738,2000,7
364752,2000,7
364754,2000,6
364758,2000,10
364761,2000,5
364764,2000,4
364766,2000,8
364771,2000,8
364773,2000,10
364774,2000,9
364776,2000,8
364777,2000,8
364781,2000,7
364782,2000,10
364795,1990,8
364797,1990,9
364798,2000,10
364801,1990,7
364803,1990,7
364812,1990,9
364826,1970,8
364838,1990,8
364840,1990,9
364842,1990,6
364850,2000,8
364853,2000,9
364855,2000,6
364856,2000,8
364858,2000,5
364862,2000,7
364865,2000,10
364867,2000,8
364868,2000,6
364871,1990,8
364877,1990,8
364891,1990,8
364895,1990,9
364896,1990,9
364903,1990,9
364905,1990,10
364906,1990,10
364907,1990,5
364910,1990,10
364912,1990,9
364919,2000,7
364921,2000,9
364927,2000,8
364932,1980,9
364941,2000,9
364953,1990,8
364954,1990,7
364959,1990,7
364972,1990,10
364978,1990,10
364981,1990,7
364982,1990,9
364988,2000,7
364989,2000,10
364994,1990,10
365001,1990,7
365006,1990,5
365024,2000,8
365047,1990,9
365048,1990,10
365052,1990,9
365053,1990,7
365057,1990,7
365058,1990,8
365062,1990,8
365067,1990,9
365068,1990,10
365069,1990,8
365074,1990,7
365079,1990,8
365092,1990,5
365094,1990,5
365096,1990,8
365097,1990,8
365101,1980,6
365102,1980,6
365103,1990,7
365104,1990,6
365105,1990,9
365114,1990,7
365115,1990,7
365117,1990,5
365118,1990,5
365125,1990,5
365128,2000,6
365133,1990,3
365134,1990,6
365137,1990,8
365139,1990,7
365142,1990,6
365143,1990,3
365144,1990,8
365147,1990,7
365151,1990,4
365152,1990,7
365153,2000,9
365154,1990,8
365155,2000,4
365166,1990,5
365167,1990,4
365168,1990,4
365169,2000,6
365174,2000,5
365175,1990,9
365184,1990,7
365185,2000,8
365187,2000,7
365196,1990,9
365203,1990,10
365207,1990,9
365208,1990,10
365209,1990,7
365212,1990,10
365216,1990,9
365217,1990,8
365225,1990,4
365227,2000,8
365228,2000,10
365232,2000,8
365233,2000,8
365234,2000,5
365236,1990,10
365238,1990,7
365239,1990,9
365244,1990,5
365245,2000,9
365248,2000,9
365252,2000,6
365256,2000,4
365258,2000,4
365260,2000,7
365261,2000,8
365263,1990,3
365264,2000,10
365266,1990,7
365267,1990,8
365269,1990,5
365270,1990,9
365275,2000,8
365276,1990,6
365277,2000,6
365279,2000,7
365280,1990,9
365282,1990,8
365284,1990,8
365285,1990,10
365289,1990,8
365292,1990,3
365295,1980,7
365298,1990,5
365301,1990,8
365302,1990,5
365306,1980,6
365308,1980,9
365310,1990,7
365312,1990,8
365314,1990,10
365316,1990,10
365317,1990,8
365320,1990,8
365323,1990,7
365328,1990,8
365333,2000,8
365335,1950,4
365338,1950,10
365339,1950,10
365340,1950,10
365343,1950,9
365345,1950,8
365353,1990,8
365355,1990,7
365356,1990,5
365359,1990,5
365362,1990,9
365363,1990,8
365366,1990,10
365367,1990,7
365368,1990,8
365370,1990,6
365375,1990,8
365376,1990,6
365377,1990,8
365378,1990,6
365385,1990,8
365389,1990,8
365394,1990,6
365396,1990,8
365403,1990,7
365406,1990,5
365407,1990,8
365413,1990,5
365421,1990,8
365422,1990,8
365429,1990,8
365432,1990,8
365433,1990,5
365435,1990,8
365443,1990,7
365445,1990,10
365448,2000,6
365450,2000,9
365458,1990,8
365467,1990,9
365472,1990,7
365473,1990,8
365477,1920,8
365479,1920,10
365493,2000,10
365497,2000,7
365499,2000,4
365501,2000,7
365502,2000,9
365504,2000,4
365511,1990,9
365522,1990,7
365526,2000,10
365529,2000,6
365539,1990,8
365554,1990,7
365555,1990,8
365556,1990,10
365558,1990,8
365562,2000,9
365571,2000,10
365572,2000,7
365574,2000,7
365582,2000,6
365583,2000,7
365586,2000,7
365592,2000,6
365595,2000,10
365596,2000,9
365606,1990,8
365616,2000,5
365617,2000,10
365618,2000,9
365619,1990,9
365628,1990,5
365629,1990,8
365634,2000,8
365637,2000,10
365638,2000,8
365641,2000,10
365646,1990,7
365647,1990,9
365651,1990,8
365657,1990,9
365659,1990,5
365662,1990,7
365666,1990,10
365668,1990,9
365670,1990,7
365672,1990,8
365673,1990,8
365674,1990,9
365676,1990,9
365677,1990,6
365678,1990,5
365682,1990,8
365688,1990,8
365695,1990,8
365706,2000,8
365711,2000,5
365719,2000,7
365721,1990,8
365725,1990,8
365728,1990,7
365729,1990,6
365731,1980,10
365735,1990,8
365745,1990,8
365747,1990,6
365752,1990,8
365754,1990,9
365757,1990,5
365759,1990,4
365767,1990,6
365773,2000,5
365774,2000,7
365782,2000,7
365790,2000,7
365799,2000,8
365800,2000,2
365825,1990,8
365830,2000,5
365831,2000,6
365832,2000,9
365833,2000,3
365837,2000,9
365845,1990,7
365850,1990,10
365851,1990,9
365856,1990,9
365863,1990,10
365865,1990,10
365866,1990,10
365868,1990,5
365869,1990,6
365871,1990,6
365873,1990,8
365874,1990,10
365875,1990,7
365878,1990,6
365880,1990,9
365884,1990,9
365885,1990,7
365886,1990,9
365889,1990,8
365894,1990,10
365899,1990,8
365901,1990,7
365903,1990,5
365905,1990,7
365907,1990,10
365915,1990,5
365917,1990,5
365918,1990,5
365920,1990,5
365923,1990,5
365925,1980,8
365929,1990,7
365930,1990,8
365932,1990,5
365938,1990,8
365940,1990,8
365944,1980,9
365948,1990,8
365949,1990,8
365951,1990,7
365957,1990,7
365959,1990,7
365961,1990,5
365962,1990,10
365965,1990,7
365966,1990,8
365967,1990,8
365974,1990,7
365984,1990,10
365987,1990,8
365988,1990,6
365989,1990,7
365997,1980,9
366013,1980,8
366014,2000,5
366015,2000,5
366017,2000,9
366019,2000,8
366022,1990,9
366023,1990,10
366027,1990,8
366030,2000,10
366032,2000,8
366039,1990,8
366045,1990,7
366048,1990,6
366050,1990,5
366053,1990,10
366059,1990,8
366064,2000,8
366067,2000,7
366069,1990,8
366079,1990,7
366080,1990,8
366084,2000,10
366085,2000,6
366087,2000,10
366090,2000,8
366092,2000,7
366096,2000,8
366101,2000,9
366102,2000,10
366104,2000,10
366105,2000,10
366107,2000,8
366110,2000,8
366113,2000,5
366114,2000,5
366117,2000,9
366118,2000,8
366120,2000,6
366122,2000,10
366125,2000,8
366126,2000,10
366130,2000,9
366136,2000,10
366137,2000,5
366140,2000,9
366143,2000,9
366145,2000,10
366152,2000,10
366153,2000,10
366157,2000,5
366160,1990,6
366162,1980,3
366163,2000,7
366165,2000,10
366166,1990,6
366173,1990,10
366177,2000,5
366178,2000,7
366200,2000,7
366202,2000,7
366208,2000,10
366209,2000,6
366219,2000,7
366225,1990,7
366226,1990,9
366227,1990,8
366230,1990,5
366242,1990,8
366255,2000,4
366257,2000,8
366265,1990,7
366268,1990,10
366269,1990,6
366275,1950,9
366283,1990,7
366310,2000,9
366311,2000,6
366321,2000,5
366325,2000,8
366338,1990,9
366339,1990,8
366343,1990,9
366346,1990,10
366356,1990,9
366358,1990,8
366389,1990,10
366399,2000,3
366404,1990,6
366406,1990,6
366408,1990,8
366413,1990,9
366416,1990,6
366417,1990,5
366432,1990,10
366436,1990,7
366439,1990,10
366446,1990,9
366465,1990,6
366470,2000,6
366471,2000,7
366475,2000,10
366476,2000,5
366478,2000,7
366490,1990,5
366493,1990,6
366511,1990,7
366513,2000,10
366521,2000,9
366534,1990,5
366539,1990,7
366541,1990,8
366548,1980,8
366552,1990,6
366566,1990,7
366567,1990,7
366571,2000,8
366573,2000,9
366574,2000,9
366579,1980,5
366582,1980,9
366585,1980,9
366588,1980,8
366598,1980,5
366603,1980,7
366604,1980,8
366606,1980,7
366607,1980,6
366608,1980,8
366610,1980,8
366612,1980,8
366613,1980,10
366614,1980,9
366615,1980,9
366616,1980,5
366618,1980,8
366619,1980,7
366620,1980,7
366623,1980,6
366625,1980,9
366629,1980,10
366631,1980,5
366632,1980,9
366635,1980,10
366640,1980,9
366641,1980,8
366643,1980,8
366645,1990,9
366651,1990,8
366654,1990,10
366655,1990,5
366658,1990,8
366660,1990,7
366662,1990,9
366663,1990,7
366665,1990,8
366666,1990,8
366667,1990,7
366669,2000,7
366678,2000,9
366680,2000,6
366685,1970,10
366699,1990,8
366702,1990,9
366724,1990,8
366729,1990,8
366735,1990,4
366742,1990,10
